"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00155097","1947-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","592.0","6","107.0",",6","6",",6","6",",6","0",",6","","","","","0",",6","0",",6","0",",6","26",",6","5",",6","","","","","1.7",",6,27,+","","","","","11.9",",,6,16,","35.6",",6,05,","56.2","6","","","","","47.2",",6","","","","","","","","","","","","","","","","","","","","","40.6",",,,6","","","20.33",",6","28.02",",,,6","12.63",",,,6","",""
"USC00155097","1947-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","616.5","6","24.5",",6","7",",6","5",",6","1",",6","","","","","0",",6","1",",6","0",",6","25",",6","0",",6","","","","","-0.6",",6,01,","","","","","38.6",",,6,28,","30.0",",6,16,","106.2","6","","","","","50.0",",6","","","","","","","","","","","","","","","","","","","","","64.1",",,,6","","","17.51",",6","25.15",",,,6","9.86",",,,6","",""
"USC00155097","1947-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","616.5","6","0.0",",6","10",",6","8",",6","0",",6","","","0",",6","0",",6","16",",6","0",",6","0",",6","0",",6","","","","","-10.0",",6,30,","","","0",",T,6,27,","18.3",",,6,11,","17.8",",6,10,","458.7","6","","","","","352.5",",6","","","","","","","","","","","","","","","","","","","","","67.5",",,,6","0",",T,,6","6.58",",6","12.38",",,,6","0.79",",,,6","",""
"USC00155097","1947-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","616.5","6","0.0",",6","4",",6","3",",6","0",",6","","","","","0",",6","25",",6","0",",6","1",",6","0",",6","","","","","-12.8",",6,14,","","","","","18.8",",,6,16,","21.1",",6,04,","958.0","6","","","","","499.3",",6","","","","","","","","","","","","","","","","","","","","","34.8",",,,6","","","2.23",",6","9.66",",,,6","-5.21",",,,6","",""
"USC00155097","1948-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",6","11",",6","7",",6","1",",6","","","4",",6","9",",6","29",",6","14",",6","0",",6","0",",6","","","","","-22.2",",6,26,","","","178",",,6,17,","35.6",",,6,01,","18.3",",6,01,","1644.1","0","","","","","686.1",",6","","","","","","","","","","","","","","","","","","","","","94.4",",,,6","458",",,,6","-3.80",",6","2.85",",,,6","-10.45",",,,6","",""
"USC00155097","1948-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","1,6","9",",6","8",",6","2",",6","","","2",",6","0",",6","20",",6","2","1,6","3","1,6","0","1,6","","","","","-17.2",",6,02,","","","76",",,6,06,","71.1",",,6,14,","23.3","1,6,27,","2045.3","0","","","","","401.2","1,6","","","","","","","","","","","","","","","","","","","","","175.8",",,,6","147",",,,6","3.87","1,6","10.75","1,,,6","-3.02",",,,6","",""
"USC00155097","1948-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","3.0","0","3.0",",6","11",",6","9",",6","2",",6","","","","","0",",6","11",",6","0",",6","10",",6","0",",6","","","","","-12.8",",6,13,","","","","","52.8",",,6,27,","28.3",",6,20,","2321.3","0","","","","","276.0",",6","","","","","","","","","","","","","","","","","","","","","183.2",",,,6","","","9.53",",6","16.69",",,,6","2.37",",,,6","",""
"USC00155097","1948-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","25.0","0","22.0","1,6","5",",6","4",",6","2",",6","","","","","0",",6","3",",6","0","1,6","20","1,6","0","1,6","","","","","-4.4",",6,03,","","","","","57.9",",,6,12,","30.0","1,6,25,","2429.0","0","","","","","107.7","1,6","","","","","","","","","","","","","","","","","","","","","132.8",",,,6","","","15.37","1,6","23.60","1,,,6","7.14",",,,6","",""
"USC00155097","1948-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","44.2","0","19.2",",6","8",",6","7",",6","0",",6","","","","","0",",6","0",",6","0",",6","27",",6","0",",6","","","","","2.8",",6,08,","","","","","22.9",",,6,16,","30.6",",6,10,","2496.4","0","","","","","67.4",",6","","","","","","","","","","","","","","","","","","","","","91.3",",,,6","","","16.78",",6","24.58",",,,6","8.98",",,,6","",""
"USC00155097","1948-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","185.9","0","141.7",",0","8",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","11",",0","","","7","","5.0",",0,01,","0",",,0,30,+","0",",,0,30,+","24.4",",,0,29,","36.1",",0,23,","2500.3","0","","","","","3.9",",0","","","","","","","","","","","","","","","","","","","","","65.2",",,,0","0",",,,0","22.93",",0","31.03",",,,0","14.83",",,,0","",""
"USC00155097","1948-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","14",",0","11",",0","1",",0","0",",0","0",",0","","","","","0","1,0","30","1,0","14","1,0","","","1","","","","0",",,0,31,+","0",",,0,31,+","58.9",",,0,14,","34.4","1,0,31,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","174.8",",,,0","0",",,,0","","","31.26","1,,,0","","","",""
"USC00155097","1948-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","4",",0","3",",0","1",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","88.9",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.5",",,,0","0",",,,0","","","","","","","",""
"USC00155097","1948-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","","","","","","","","","1","","8.3",",0,15,","0",",,0,30,+","0",",,0,30,+","37.6",",,0,07,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","73.5",",,,0","0",",,,0","","","","","13.25",",,,0","",""
"USC00155097","1948-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","0.0","2,0","6",",0","6",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0","2,0","12","2,0","0","2,0","","","","","-6.1",",0,18,","0",",,0,31,+","0",",T,0,17,","24.6",",,0,31,","26.1","2,0,30,+","","","","","","","176.2","2,0","","","","","","","","","","","","","","","","","","","","","73.4",",,,0","0",",T,,0","12.44","2,0","20.57","2,,,0","4.31",",,,0","",""
"USC00155097","1948-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","0.0",",0","14",",0","9",",0","3",",0","0",",0","0",",0","0",",0","11",",0","0",",0","3",",0","0",",0","","","","","-6.7",",0,24,","0",",,0,30,+","0",",,0,30,+","92.5",",,0,06,","23.3",",0,04,","","","","","","","267.7",",0","","","","","","","","","","","","","","","","","","","","","289.9",",,,0","0",",,,0","9.41",",0","15.30",",,,0","3.52",",,,0","",""
"USC00155097","1948-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","","","","","7",",0","6",",0","2",",0","2",",0","0",",0","","","","","3","1,0","0","1,0","0","1,0","1","","","","","","25",",,0,25,+","18",",,0,24,","31.2",",,0,15,","18.9","1,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.6",",,,0","31",",,,0","","","9.43","1,,,0","","","",""
"USC00155097","1949-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0","2,0","15",",0","14",",0","1",",0","1",",0","1",",0","0","2,0","12","2,0","3",",0","4",",0","0",",0","2","","","","-14.4","2,0,30,","51",",,0,31,","51",",,0,31,","36.8",",,0,05,","22.2",",0,19,","","","","","","","347.2",",0","","","","","","","","","","","","","","","","","","","","","168.1",",,,0","51",",,,0","6.07","2,0","10.87",",,,0","1.27","2,,,0","",""
"USC00155097","1949-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","10",",0","8",",0","2",",0","3",",0","0",",0","0",",0","16",",0","1",",0","1",",0","0",",0","","","","","-15.6",",0,01,","51",",,0,03,+","0",",,0,28,+","98.0",",,0,14,","21.1",",0,15,","","","","","","","366.0",",0","","","","","","","","","","","","","","","","","","","","","203.5",",,,0","0",",,,0","5.26",",0","11.06",",,,0","-0.54",",,,0","",""
"USC00155097","1949-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","4.4","0","4.4","1,0","13",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","16","1,0","0",",0","7",",0","0",",0","","","","","-11.7","1,0,16,","0",",T,0,18,+","0",",T,0,15,+","42.4",",,0,18,","26.1",",0,27,+","","","","","","","346.7",",0","","","","","","","","","","","","","","","","","","","","","139.3",",,,0","0",",T,,0","7.09","1,0","13.21",",,,0","0.97","1,,,0","",""
"USC00155097","1949-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","6.3","0","1.9",",0","14",",0","10",",0","1",",0","0",",0","0",",0","0",",0","6",",0","0",",0","11",",0","0",",0","","","","","-3.9",",0,19,","0",",,0,30,+","0",",,0,30,+","28.2",",,0,27,","26.7",",0,15,","","","","","","","191.6",",0","","","","","","","","","","","","","","","","","","","","","102.1",",,,0","0",",,,0","12.01",",0","18.15",",,,0","5.87",",,,0","",""
"USC00155097","1949-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","52.4","0","46.1","1,0","11",",0","6",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","29",",0","2",",0","","","","","2.2","1,0,27,","0",",,0,31,+","0",",,0,31,+","20.1",",,0,02,","32.2",",0,07,+","","","","","","","40.7",",0","","","","","","","","","","","","","","","","","","","","","48.3",",,,0","0",",,,0","18.56","1,0","26.34",",,,0","10.79","1,,,0","",""
"USC00155097","1949-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","197.7","0","145.3",",0","15",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","6",",0","","","5","","11.7",",0,09,+","0",",,0,30,+","0",",,0,30,+","58.2",",,0,15,","33.3",",0,29,","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","227.5",",,,0","0",",,,0","23.18",",0","29.46",",,,0","16.89",",,,0","",""
"USC00155097","1949-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","419.9","0","222.2","1,0","13",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","16",",0","","","8","","13.3","1,0,31,","0",",,0,31,+","0",",,0,31,+","31.2",",,0,10,","35.6",",0,10,","0.0","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","89.0",",,,0","0",",,,0","25.74","1,0","31.99",",,,0","19.49","1,,,0","",""
"USC00155097","1949-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","534.5","0","114.6","5,0","15",",0","7",",0","2",",0","0",",0","0",",0","0","5,0","0","5,0","0",",0","31",",0","5",",0","1","","6","","11.1","5,0,30,+","0",",,0,31,+","0",",T,0,17,","51.3",",,0,29,","32.8",",0,16,+","1.4","0","","","","","1.4",",0","","","","","","","","","","","","","","","","","","","","","127.0",",,,0","0",",T,,0","22.88","5,0","29.36",",,,0","16.39","5,,,0","",""
"USC00155097","1949-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","582.3","0","47.8","1,0","10",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","25",",0","0",",0","","","","","-1.1","1,0,30,","0",",,0,30,+","0",",,0,30,+","14.2",",,0,16,","30.6",",0,18,","55.9","0","","","","","54.5",",0","","","","","","","","","","","","","","","","","","","","","33.6",",,,0","0",",,,0","17.95","1,0","24.81",",,,0","11.09","1,,,0","",""
"USC00155097","1949-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","620.2","0","37.9",",0","14",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","17",",0","0",",0","","","","","0.6",",0,26,","0",",,0,31,+","0",",,0,31,+","28.2",",,0,05,","30.0",",0,09,","140.9","0","","","","","85.0",",0","","","","","","","","","","","","","","","","","","","","","155.6",",,,0","0",",,,0","16.81",",0","22.58",",,,0","11.04",",,,0","",""
"USC00155097","1949-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","620.7","0","0.5",",0","6",",0","4",",0","1",",0","0",",0","0",",0","0",",0","11",",0","0",",0","5",",0","0",",0","","","2","","-8.9",",0,22,","0",",T,0,03,","0",",T,0,25,+","29.0",",,0,24,","24.4",",0,12,+","431.8","0","","","","","290.9",",0","","","","","","","","","","","","","","","","","","","","","62.6",",,,0","0",",T,,0","8.66",",0","15.57",",,,0","1.74",",,,0","",""
"USC00155097","1949-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","620.7","0","0.0",",0","10",",0","8",",0","4",",0","","","0",",0","0",",0","20",",0","0",",0","0",",0","0",",0","1","","2","","-13.3",",0,16,","","","0",",T,0,23,+","98.6",",,0,12,","20.6",",0,20,","824.7","0","","","","","392.9",",0","","","","","","","","","","","","","","","","","","","","","242.6",",,,0","0",",T,,0","5.66",",0","11.99",",,,0","-0.67",",,,0","",""
"USC00155097","1950-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","5.9","0","5.9","1,0","18",",0","17",",0","6",",0","0",",0","0",",0","0","1,0","14","1,0","0",",0","3",",0","0",",0","","","1","","-7.8","1,0,08,","0",",,0,31,+","0",",T,0,30,+","60.2",",,0,31,","25.6",",0,25,+","1144.3","0","","","","","319.6",",0","","","","","","","","","","","","","","","","","","","","","417.6",",,,0","0",",T,,0","7.98","1,0","13.45",",,,0","2.50","1,,,0","",""
"USC00155097","1950-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","5.9","0","0.0",",0","11",",0","10",",0","3",",0","0",",0","0",",0","0",",0","16",",0","0",",0","0",",0","0",",0","2","","2","","-11.7",",0,27,","0",",,0,28,+","0",",T,0,15,","42.2",",,0,14,","19.4",",0,13,","1520.5","0","","","","","376.2",",0","","","","","","","","","","","","","","","","","","","","","178.1",",,,0","0",",T,,0","4.90",",0","10.86",",,,0","-1.07",",,,0","",""
"USC00155097","1950-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","5.9","0","0.0",",0","9",",0","8",",0","0",",0","0","3,0","0",",0","0",",0","19",",0","0",",0","3",",0","0",",0","1","","2","","-9.4",",0,02,","0","3,,0,31,+","0",",T,0,29,+","20.8",",,0,27,","23.9",",0,27,","1860.1","0","","","","","339.6",",0","","","","","","","","","","","","","","","","","","","","","89.1",",,,0","0",",T,,0","7.38",",0","14.78",",,,0","-0.02",",,,0","",""
"USC00155097","1950-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","19.1","0","13.2",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","10",",0","0",",0","16",",0","0",",0","","","6","","-7.8",",0,14,","0",",T,0,13,+","0",",T,0,20,+","32.8",",,0,25,","27.8",",0,24,+","2067.9","0","","","","","207.8",",0","","","","","","","","","","","","","","","","","","","","","78.0",",,,0","0",",T,,0","11.85",",0","19.33",",,,0","4.36",",,,0","",""
"USC00155097","1950-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","50.2","0","31.1","1,0","12",",0","11",",0","4",",0","0",",0","0",",0","0","1,0","1","1,0","0",",0","28",",0","0",",0","2","","10","","0.0","1,0,13,","0",",,0,31,+","0",",T,0,30,+","46.7",",,0,18,","31.1",",0,26,+","2111.0","0","","","","","43.1",",0","","","","","","","","","","","","","","","","","","","","","231.8",",,,0","0",",T,,0","17.99","1,0","26.07",",,,0","9.91","1,,,0","",""
"USC00155097","1950-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","145.1","0","94.9",",0","13",",0","9",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","30",",0","5",",0","","","8","","0.0",",0,05,","0",",,0,30,+","0",",,0,30,+","42.7",",,0,20,","33.3",",0,26,","2139.5","0","","","","","28.5",",0","","","","","","","","","","","","","","","","","","","","","146.7",",,,0","0",",,,0","20.55",",0","28.59",",,,0","12.50",",,,0","",""
"USC00155097","1950-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","241.1","0","96.0",",0","12",",0","11",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","10","","4.4",",0,07,","0",",,0,31,+","0",",,0,31,+","35.6",",,0,26,","31.7",",0,19,","3.9","0","","","","","3.9",",0","","","","","","","","","","","","","","","","","","","","","170.6",",,,0","0",",,,0","21.30",",0","28.70",",,,0","13.91",",,,0","",""
"USC00155097","1950-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","320.0","0","78.9",",0","13",",0","12",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","0",",0","","","8","","2.8",",0,04,","0",",,0,31,+","0",",,0,31,+","66.8",",,0,29,","31.1",",0,01,","18.3","0","","","","","14.4",",0","","","","","","","","","","","","","","","","","","","","","141.0",",,,0","0",",,,0","20.41",",0","27.63",",,,0","13.19",",,,0","",""
"USC00155097","1950-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","355.5","0","35.5",",0","12",",0","8",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","0",",0","1","","6","","0.6",",0,25,","0",",,0,30,+","0",",,0,30,+","42.9",",,0,03,","28.9",",0,20,+","70.0","0","","","","","51.7",",0","","","","","","","","","","","","","","","","","","","","","154.9",",,,0","0",",,,0","17.79",",0","24.91",",,,0","10.68",",,,0","",""
"USC00155097","1950-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","363.8","0","8.3",",0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","24",",0","0",",0","6","","","","0.0",",0,26,","0",",,0,31,+","0",",,0,31,+","22.6",",,0,22,","29.4",",0,31,","152.6","0","","","","","82.6",",0","","","","","","","","","","","","","","","","","","","","","44.9",",,,0","0",",,,0","15.94",",0","23.89",",,,0","7.99",",,,0","",""
"USC00155097","1950-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","364.6","0","0.8",",0","13",",0","9",",0","1",",0","6",",0","2",",0","1",",0","20",",0","3",",0","3",",0","0",",0","","","5","","-22.2",",0,25,","76",",,0,27,+","64",",,0,24,","40.1",",,0,19,","27.2",",0,01,","568.2","0","","","","","415.6",",0","","","","","","","","","","","","","","","","","","","","","117.7",",,,0","130",",,,0","4.51",",0","11.31",",,,0","-2.29",",,,0","",""
"USC00155097","1950-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","364.6","0","0.0",",0","8",",0","3",",0","0",",0","4",",0","1",",0","0",",0","30",",0","7",",0","1",",0","0",",0","1","","1","","-17.2",",0,19,","25",",,0,12,+","28",",,0,10,","18.5",",,0,06,","21.1",",0,02,","1160.4","0","","","","","592.2",",0","","","","","","","","","","","","","","","","","","","","","54.8",",,,0","81",",,,0","-0.77",",0","5.69",",,,0","-7.23",",,,0","",""
"USC00155097","1951-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","16",",0","13",",0","3",",0","2","1,0","1",",0","0",",0","22",",0","3",",0","1",",0","0",",0","2","","1","","-15.6",",0,08,","25","1,,0,08,+","61",",,0,31,","68.1",",,0,03,","24.4",",0,20,","1619.9","0","","","","","459.5",",0","","","","","","","","","","","","","","","","","","","","","271.6",",,,0","89",",,,0","3.51",",0","10.01",",,,0","-2.99",",,,0","",""
"USC00155097","1951-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","10",",0","8",",0","1",",0","12",",0","1",",0","2",",0","16",",0","4",",0","3",",0","0",",0","1","","","","-29.4",",0,02,","203",",,0,02,+","140",",,0,01,","32.5",",,0,01,","23.9",",0,25,","2028.2","0","","","","","408.3",",0","","","","","","","","","","","","","","","","","","","","","113.1",",,,0","140",",,,0","3.75",",0","10.69",",,,0","-3.19",",,,0","",""
"USC00155097","1951-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","18",",0","12",",0","0",",0","4",",0","3",",0","0",",0","19",",0","1",",0","4",",0","0",",0","2","","4","","-7.8",",0,22,+","102",",,0,14,+","178",",,0,13,","17.8",",,0,11,+","22.8",",0,29,","2370.1","0","","","","","341.9",",0","","","","","","","","","","","","","","","","","","","","","127.6",",,,0","267",",,,0","7.30",",0","14.02",",,,0","0.59",",,,0","",""
"USC00155097","1951-04","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","22.6","0","22.6",",0","15",",0","8",",0","1",",0","1",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","2","","3","","-5.0",",0,17,","25",",,0,02,","18",",,0,02,","30.2",",,0,22,","30.6",",0,30,+","2581.5","0","","","","","211.4",",0","","","","","","","","","","","","","","","","","","","","","91.5",",,,0","18",",,,0","12.04",",0","19.41",",,,0","4.67",",,,0","",""
"USC00155097","1951-05","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","58.7","0","36.1",",0","8",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","2",",0","","","8","","1.7",",0,12,+","0",",,0,31,+","0",",T,0,26,+","6.6",",,0,23,","32.2",",0,19,+","2638.4","0","","","","","56.9",",0","","","","","","","","","","","","","","","","","","","","","34.8",",,,0","0",",T,,0","17.66",",0","26.84",",,,0","8.49",",,,0","",""
"USC00155097","1951-06","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","179.2","0","120.5",",0","14",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","9",",0","","","14","","6.7",",0,15,","0",",,0,30,+","0",",,0,30,+","58.9",",,0,22,","36.1",",0,24,","2641.4","0","","","","","3.0",",0","","","","","","","","","","","","","","","","","","","","","171.8",",,,0","0",",,,0","22.25",",0","29.82",",,,0","14.68",",,,0","",""
"USC00155097","1951-07","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","346.5","0","167.3",",0","12",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","10",",0","","","11","","7.2",",0,06,","0",",,0,31,+","0",",,0,31,+","30.2",",,0,24,","35.0",",0,22,","1.4","0","","","","","1.4",",0","","","","","","","","","","","","","","","","","","","","","67.6",",,,0","0",",,,0","23.68",",0","30.77",",,,0","16.59",",,,0","",""
"USC00155097","1951-08","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","522.1","0","175.6","1,0","7",",0","6",",0","3",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","11",",0","","","9","","8.9","1,0,24,","0",",,0,31,+","0",",,0,31,+","48.0",",,0,28,","35.6",",0,07,","1.4","0","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","138.0",",,,0","0",",,,0","24.20","1,0","31.16",",,,0","17.24","1,,,0","",""
"USC00155097","1951-09","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","595.0","0","72.9",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","1","","8","","1.1",",0,29,","0",",,0,30,+","0",",,0,30,+","33.8",",,0,22,","33.3",",0,01,","40.2","0","","","","","38.8",",0","","","","","","","","","","","","","","","","","","","","","100.9",",,,0","0",",,,0","19.47",",0","26.29",",,,0","12.65",",,,0","",""
"USC00155097","1951-10","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","623.2","0","28.2",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","4",",0","0",",0","21",",0","0",",0","","","1","","-1.1",",0,09,","0",",,0,31,+","0",",,0,31,+","27.9",",,0,24,","31.7",",0,05,","169.7","0","","","","","129.5",",0","","","","","","","","","","","","","","","","","","","","","65.8",",,,0","0",",,,0","15.06",",0","22.69",",,,0","7.44",",,,0","",""
"USC00155097","1951-11","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","623.2","0","0.0",",0","12",",0","9",",0","2",",0","2",",0","2",",0","0",",0","20",",0","2",",0","2",",0","0",",0","","","2","","-12.8",",0,03,","25",",,0,03,+","25",",,0,03,+","59.9",",,0,14,","21.7",",0,13,","580.6","0","","","","","410.9",",0","","","","","","","","","","","","","","","","","","","","","224.3",",,,0","50",",,,0","4.64",",0","10.56",",,,0","-1.29",",,,0","",""
"USC00155097","1951-12","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","625.7","0","2.5",",0","11",",0","9",",0","5",",0","0",",0","0",",0","1",",0","19",",0","2",",0","5",",0","0",",0","","","2","","-18.3",",0,16,","0",",T,0,18,","18",",,0,18,","54.4",",,0,08,","26.7",",0,07,","984.6","0","","","","","404.0",",0","","","","","","","","","","","","","","","","","","","","","271.3",",,,0","18",",,,0","5.38",",0","11.40",",,,0","-0.64",",,,0","",""
"USC00155097","1952-01","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","17",",0","13",",0","3",",0","0",",0","0",",0","0",",0","17",",0","1",",0","1",",0","0",",0","1","","4","","-16.7",",0,30,","0",",T,0,29,","0",",T,0,29,+","30.5",",,0,22,","23.9",",0,01,","1381.0","0","","","","","396.4",",0","","","","","","","","","","","","","","","","","","","","","170.6",",,,0","0",",T,,0","5.55",",0","10.95",",,,0","0.14",",,,0","",""
"USC00155097","1952-02","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","0.0","0","0.0",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","0",",0","0",",0","1","","1","","-7.2",",0,18,+","0",",,0,29,+","0",",T,0,16,","19.8",",,0,03,","19.4",",0,28,","1732.7","0","","","","","351.7",",0","","","","","","","","","","","","","","","","","","","","","56.9",",,,0","0",",T,,0","6.21",",0","12.19",",,,0","0.22",",,,0","",""
"USC00155097","1952-03","37.1318","-86.1481","231.6","MAMMOTH CAVE, KY US","3.9","0","3.9",",0","11",",0","9",",0","3",",0","0",",0","0",",0","0",",0","15",",0","0",",0","7",",0","0",",0","","","4","","-7.8",",0,06,","0",",T,0,04,","0",",T,0,15,+","97.8",",,0,22,","27.2",",0,20,","2034.4","0","","","","","301.7",",0","","","","","","","","","","","","","","","","","","","","","209.4",",,,0","0",",T,,0","8.73",",0","15.34",",,,0","2.11",",,,0","",""
