"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00506870","1960-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","4",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","","","","","","","0",",,0,31,+","0",",,0,31,+","14.7",",,0,29,","","","","","","","","","","","","","33.7",",,,0","0",",,,0","","","","","","","","","",""
"USC00506870","1960-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0","1,0","5",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","4","1,0","0","1,0","","","","","0.6",",0,04,","0",",,0,30,+","0",",,0,30,+","5.1",",,0,29,+","22.8","1,0,22,","","","","","188.6","1,0","","","","","15.3",",,,0","0",",,,0","11.79","1,0","18.49","1,,,0","5.09",",,,0","","","",""
"USC00506870","1960-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","","","","","","","0",",0","0",",0","0","5,0","0","5,0","","","","","","","","","1","","4.4","5,0,02,","0",",,0,31,+","0",",,0,31,+","","","","","","","","","","","","","","","","","0",",,,0","","","","","7.72","5,,,0","","","",""
"USC00506870","1960-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","7",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","1.7",",0,31,+","0",",,0,31,+","0",",,0,31,+","27.9",",,0,27,","24.4",",0,10,","","","","","199.0",",0","","","","","66.7",",,,0","0",",,,0","11.91",",0","17.68",",,,0","6.15",",,,0","","","",""
"USC00506870","1960-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","8","2,0","8","2,0","0","2,0","0",",0","0",",0","0",",0","5",",0","0",",0","0",",0","0",",0","2","","","","-5.6",",0,26,","0",",,0,30,+","0",",,0,30,+","16.5","2,,0,28,","18.3",",0,10,","","","","","333.9",",0","","","","","82.6",",a,,0","0",",,,0","7.20",",0","11.96",",,,0","2.44",",,,0","","","",""
"USC00506870","1960-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","1",",0","1",",0","0",",0","0",",0","0",",0","0",",0","27",",0","1",",0","0",",0","0",",0","5","","","","-11.7",",0,19,","0",",,0,31,+","0",",T,0,30,+","2.5",",,0,10,","9.4",",0,21,+","","","","","519.0",",0","","","","","2.5",",,,0","0",",T,,0","1.59",",0","6.73",",,,0","-3.55",",,,0","","","",""
"USC00506870","1960-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0","1,0","3",",0","3",",0","0",",0","6",",0","3",",0","7","1,0","29","1,0","19","1,0","0","1,0","0","1,0","7","","","","-25.6","1,0,25,","51",",,0,30,+","51",",,0,28,+","14.0",",,0,28,","6.7","1,0,04,","","","","","733.9","1,0","","","","","22.1",",,,0","140",",,,0","-6.97","1,0","-2.57","1,,,0","-11.38","1,,,0","","","",""
"USC00506870","1960-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0","1,0","3","2,0","3","2,0","0","2,0","9",",0","1",",0","4",",0","31",",0","14","1,0","0","1,0","0","1,0","6","","","","-22.8",",0,04,","76",",,0,31,+","51",",,0,05,","13.2","2,,0,09,","7.2","1,0,28,+","","","","","652.8","1,0","","","","","34.3",",a,,0","127",",a,,0","-3.62","1,0","0.72","1,,,0","-7.95",",,,0","","","",""
"USC00506870","1961-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","1","2,0","1","2,0","0","2,0","3","1,0","0",",0","","","","","","","","","","","5","","","","","","76","1,,0,01,","0",",T,0,22,+","6.9","2,,0,20,","","","","","","","","","","","","","70.4",",a,,0","0",",T,,0","","","","","","","","","",""
"USC00506870","1961-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","","","0",",0","0",",0","0",",0","0",",0","0",",0","15","3,0","28","3,0","19","3,0","0","3,0","0","3,0","2","","","","-31.1","3,0,15,","0",",T,0,31,+","0",",T,0,22,+","0.0",",T,0,22,+","6.1","3,0,31,+","","","","","","","","","","","0.0",",T,,0","0",",T,,0","-10.63","6,0","-3.19","3,,,0","-18.06","3,,,0","","","",""
"USC00506870","1961-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0","2,0","1","5,0","0","5,0","0","5,0","0",",0","1","1,0","0","2,0","24","2,0","0",",0","0",",0","0",",0","2","","","","-12.8","2,0,20,","0",",T,0,25,+","25","1,,0,18,","1.3","5,,0,18,","11.1",",0,27,","","","","","477.0",",0","","","","","1.3","5,,,0","25","1,,,0","1.33","2,0","6.57",",,,0","-3.91","2,,,0","","","",""
"USC00506870","1961-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","0.6",",0,01,","0",",,0,30,+","0",",,0,30,+","12.4",",,0,23,","24.4",",0,18,","","","","","190.0",",0","","","","","45.7",",,,0","0",",,,0","12.00",",0","17.12",",,,0","6.88",",,,0","","","",""
"USC00506870","1961-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0","1,0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","2","1,0","0","1,0","","","","","6.1",",0,18,+","0",",,0,31,+","0",",,0,31,+","27.4",",,0,28,","23.3","1,0,15,+","","","160.9","0","160.9","1,0","","","","","72.3",",,,0","0",",,,0","12.99","1,0","17.43","1,,,0","8.55",",,,0","","","",""
"USC00506870","1961-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","17",",0","9",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","2.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","8.6",",,0,10,","20.0",",0,02,","","","372.4","0","211.5",",0","","","","","46.4",",,,0","0",",,,0","11.51",",0","15.60",",,,0","7.42",",,,0","","","",""
"USC00506870","1961-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0","2,0","19",",0","10",",0","1",",0","0",",0","0",",0","0","2,0","2","2,0","0","2,0","0","2,0","0","2,0","","","","","-0.6","2,0,26,+","0",",,0,30,+","0",",,0,30,+","31.0",",,0,30,","17.8","2,0,02,","","","650.8","0","278.4","2,0","","","","","122.6",",,,0","0",",,,0","8.39","2,0","12.70","2,,,0","4.08","2,,,0","","","",""
"USC00506870","1961-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0","4,0","","","","","","","","","","","1","2,0","25","2,0","8","4,0","0","4,0","0","4,0","","","","","-22.2","2,0,31,","","","","","","","10.6","4,0,04,","","","1177.1","0","526.3","4,0","","","","","","","","","-1.27","4,0","3.57","4,,,0","-6.11","2,,,0","","","",""
"USC00506870","1961-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","","","","","","","","","","","10",",0","30",",0","25",",0","0",",0","0",",0","","","","","-24.4",",0,24,","","","","","","","5.6",",0,15,","","","2047.6","0","870.5",",0","","","","","","","","","-10.69",",0","-6.68",",,,0","-14.69",",,,0","","","",""
"USC00506870","1961-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","","","0.0",",0","9",",0","4",",0","0",",0","","","","","21",",0","31",",0","27",",0","0",",0","0",",0","","","","","-38.9",",0,30,+","","","","","8.1",",,0,13,","2.2",",0,12,","","","3172.6","0","1125.0",",0","","","","","27.7",",,,0","","","-17.96",",0","-14.32",",,,0","-21.60",",,,0","","","",""
"USC00506870","1962-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","7","1,0","1","1,0","0","1,0","","","","","18",",0","31",",0","26",",0","0",",0","0",",0","","","","","-33.9",",0,27,","","","","","3.0","1,,0,11,","5.0",",0,22,","","","4120.8","0","948.2",",0","","","","","11.3","1,,,0","","","-12.25",",0","-7.20",",,,0","-17.31",",,,0","","","",""
"USC00506870","1962-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","3",",0","2",",0","0",",0","","","","","5",",0","28",",0","26",",0","0",",0","0",",0","","","","","-27.2",",0,03,","","","","","7.4",",,0,21,","3.9",",0,20,","","","4884.3","0","763.5",",0","","","","","11.7",",,,0","","","-8.94",",0","-4.66",",,,0","-13.21",",,,0","","","",""
"USC00506870","1962-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","4,0","6",",0","2",",0","0",",0","","","","","9","2,0","28","2,0","21","2,0","0","2,0","0","2,0","","","","","-23.9","2,0,14,","","","","","10.2",",,0,13,","7.8","2,0,31,","","","5597.7","0","713.4","2,0","","","","","17.3",",,,0","","","-8.09","4,0","-3.05","2,,,0","-13.13","2,,,0","","","",""
"USC00506870","1962-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","24",",0","0",",0","0",",0","0",",0","","","","","-7.2",",0,09,","0",",,0,30,+","0",",,0,30,+","2.8",",,0,26,","11.1",",0,24,","","","6070.6","0","472.9",",0","","","","","3.8",",,,0","0",",,,0","2.57",",0","7.11",",,,0","-1.97",",,,0","","","",""
"USC00506870","1962-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","12",",0","5",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","0",",0","0",",0","","","","","-3.9",",0,03,+","0",",,0,31,+","0",",,0,31,+","15.2",",,0,09,","17.8",",0,31,","","","6428.8","0","358.2",",0","","","","","48.4",",,,0","0",",,,0","6.78",",0","11.50",",,,0","2.05",",,,0","","","",""
"USC00506870","1962-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","18",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","","","","","2.8",",0,08,","0",",,0,30,+","0",",,0,30,+","20.1",",,0,28,","24.4",",0,19,","","","6632.2","0","203.4",",0","","","","","79.8",",,,0","0",",,,0","11.55",",0","16.11",",,,0","7.00",",,,0","","","",""
"USC00506870","1962-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","3.9",",0,02,","0",",,0,31,+","0",",,0,31,+","5.3",",,0,25,","24.4",",0,07,","","","140.6","0","140.6",",0","","","","","15.6",",,,0","0",",,,0","13.80",",0","18.85",",,,0","8.74",",,,0","","","",""
"USC00506870","1962-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","3",",0","0",",0","","","","","-0.6",",0,31,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,30,","22.2",",0,02,","","","327.3","0","186.7",",0","","","","","63.7",",,,0","0",",,,0","12.31",",0","16.75",",,,0","7.88",",,,0","","","",""
"USC00506870","1962-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","13",",0","2",",0","0",",0","0",",0","0",",0","0",",0","11",",0","0",",0","0",",0","0",",0","","","","","-5.6",",0,29,","0",",,0,30,+","0",",,0,30,+","8.6",",,0,03,","16.1",",0,04,","","","688.8","0","361.5",",0","","","","","26.4",",,,0","0",",,,0","6.28",",0","10.96",",,,0","1.60",",,,0","","","",""
"USC00506870","1962-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","","","","","","","0",",0","0",",0","0",",0","24",",0","0",",0","0",",0","0",",0","","","","","-7.2",",0,13,","0",",,0,31,+","10",",,0,18,","","","12.8",",0,03,","","","1194.8","0","506.0",",0","","","","","","","23",",,,0","2.01",",0","5.84",",,,0","-1.82",",,,0","","","",""
"USC00506870","1962-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","2",",0","0",",0","0",",0","","","","","8",",0","28",",0","21",",0","0",",0","0",",0","","","","","-23.3",",0,27,+","","","","","1.3",",,0,19,","9.4",",0,04,+","","","1969.8","0","775.0",",0","","","","","1.8",",,,0","","","-7.50",",0","-3.85",",,,0","-11.16",",,,0","","","",""
"USC00506870","1962-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","4",",0","3",",0","0",",0","","","","","11",",0","30",",0","23","1,0","0","1,0","0","1,0","","","","","-32.2",",0,07,","","","","","5.1",",,0,24,","8.9","1,0,25,","","","2824.0","0","854.2","1,0","","","","","13.2",",,,0","","","-10.01","1,0","-6.06","1,,,0","-13.96",",,,0","","","",""
"USC00506870","1963-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","9",",0","6",",0","0",",0","","","","","9",",0","30",",0","17",",0","0",",0","0",",0","","","","","-33.3",",0,09,","","","","","10.2",",,0,14,","8.3",",0,20,","","","3653.5","0","829.5",",0","","","","","45.8",",,,0","","","-8.43",",0","-4.61",",,,0","-12.24",",,,0","","","",""
"USC00506870","1963-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","4",",0","4",",0","0",",0","","","","","3","1,0","25","1,0","16",",0","0",",0","0",",0","","","","","-20.6","1,0,05,","","","","","18.8",",,0,08,","10.6",",0,25,","","","4289.5","0","636.0",",0","","","","","41.7",",,,0","","","-5.33","1,0","-1.21",",,,0","-9.44","1,,,0","","","",""
"USC00506870","1963-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","10",",0","4",",0","0",",0","","","","","0",",0","28",",0","19","1,0","0","1,0","0","1,0","","","","","-16.1",",0,28,+","","","","","9.1",",,0,26,","6.7","1,0,25,","","","4991.8","0","702.3","1,0","","","","","27.5",",,,0","","","-5.19","1,0","-1.03","1,,,0","-9.35",",,,0","","","",""
"USC00506870","1963-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","8",",0","3",",0","0",",0","","","","","0",",0","27",",0","9",",0","0",",0","0",",0","","","","","-15.6",",0,17,","","","","","10.2",",,0,09,","11.1",",0,29,","","","5559.2","0","567.4",",0","","","","","27.2",",,,0","","","-0.58",",0","3.52",",,,0","-4.68",",,,0","","","",""
"USC00506870","1963-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","2,0","5",",0","3",",0","0",",0","0",",0","0",",0","0","2,0","8","2,0","0","2,0","4","2,0","0","2,0","","","","","-2.8","2,0,05,+","0",",,0,31,+","0",",,0,31,+","4.8",",,0,10,","23.3","2,0,23,","","","5848.7","0","289.5","2,0","","","","","14.2",",,,0","0",",,,0","8.35","2,0","14.10","2,,,0","2.60","2,,,0","","","",""
"USC00506870","1963-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","13",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","1.1",",0,15,+","0",",,0,30,+","0",",,0,30,+","11.7",",,0,21,","20.0",",0,30,","","","6090.0","0","241.3",",0","","","","","48.4",",,,0","0",",,,0","10.29",",0","14.92",",,,0","5.66",",,,0","","","",""
"USC00506870","1963-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","","","5.0",",0,19,","0",",,0,31,+","0",",,0,31,+","19.1",",,0,17,","23.9",",0,15,+","","","139.2","0","139.2",",0","","","","","61.5",",,,0","0",",,,0","13.84",",0","18.49",",,,0","9.19",",,,0","","","",""
"USC00506870","1963-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","2,0","14",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0","2,0","5","2,0","0","2,0","","","","","2.8","1,0,27,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,19,","24.4","2,0,14,","","","309.2","0","170.0","2,0","","","","","96.3",",,,0","0",",,,0","12.54","2,0","17.11","2,,,0","7.98","1,,,0","","","",""
"USC00506870","1963-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","3",",0","0",",0","1",",0","0",",0","","","","","-0.6",",0,24,","0",",,0,30,+","0",",,0,30,+","5.8",",,0,27,","21.1",",0,01,","","","550.5","0","241.3",",0","","","","","9.1",",,,0","0",",,,0","10.29",",0","15.34",",,,0","5.24",",,,0","","","",""
"USC00506870","1963-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","25",",0","3",",0","0",",0","0",",0","","","","","-11.1",",0,29,+","0",",,0,31,+","0",",,0,31,+","8.1",",,0,20,","12.8",",0,06,","","","1073.8","0","523.3",",0","","","","","17.5",",,,0","0",",,,0","1.45",",0","5.56",",,,0","-2.66",",,,0","","","",""
"USC00506870","1963-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","14",",0","30",",0","29",",0","0",",0","0",",0","","","","","-27.8",",0,25,","0",",,0,30,+","0",",T,0,03,+","0.0",",T,0,03,+","5.6",",0,01,","","","2025.7","0","951.9",",0","","","","","0.0",",T,,0","0",",T,,0","-13.40",",0","-8.87",",,,0","-17.93",",,,0","","","",""
"USC00506870","1963-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","5",",0","3",",0","0",",0","","","","","4",",0","28",",0","17",",0","0",",0","0",",0","","","","","-21.1",",0,19,+","","","","","9.4",",,0,03,","6.1",",0,03,","","","2739.8","0","714.1",",0","","","","","27.2",",,,0","","","-4.70",",0","-1.16",",,,0","-8.24",",,,0","","","",""
"USC00506870","1964-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","4",",0","1",",0","0",",0","","","","","15","1,0","30","1,0","27",",0","0",",0","0",",0","","","","","-29.4","1,0,22,","","","","","3.0",",,0,03,","1.7",",0,06,+","","","3634.4","0","894.6",",0","","","","","8.5",",,,0","","","-11.48","1,0","-7.15",",,,0","-15.81","1,,,0","","","",""
"USC00506870","1964-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","1,0","7",",0","3",",0","0",",0","","","","","12",",0","27",",0","12","1,0","0","1,0","0","1,0","","","","","-29.4",",0,16,","","","","","4.1",",,0,03,","6.7","1,0,06,","","","4358.1","0","723.7","1,0","","","","","14.3",",,,0","","","-7.72","1,0","-2.68","1,,,0","-12.76",",,,0","","","",""
"USC00506870","1964-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","7",",0","3",",0","0",",0","","","","","9",",0","31",",0","25",",0","0",",0","0",",0","","","","","-29.4",",0,15,","","","","","7.1",",,0,23,","3.9",",0,31,","","","5221.1","0","863.0",",0","","","","","17.3",",,,0","","","-9.50",",0","-4.07",",,,0","-14.94",",,,0","","","",""
"USC00506870","1964-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","","","","","0",",0","26",",0","4",",0","0",",0","0",",0","","","","","-13.9",",0,04,","","","","","5.1",",,0,06,","8.3",",0,09,","","","5749.8","0","528.7",",0","","","","","11.2",",,,0","","","0.71",",0","4.70",",,,0","-3.28",",,,0","","","",""
"USC00506870","1964-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","10",",0","2",",0","0",",0","0",",","","","0",",0","16",",0","1",",0","1",",0","0",",0","","","","","-9.4",",0,09,","0",",,0,31,+","","","9.7",",,0,22,","23.3",",0,31,","","","6183.4","0","433.6",",0","","","","","24.2",",,,0","","","4.35",",0","9.31",",,,0","-0.61",",,,0","","","",""
"USC00506870","1964-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","14",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","","","","","4.4",",0,08,","0",",,0,30,+","0",",,0,30,+","19.6",",,0,19,","26.1",",0,01,","","","6342.1","0","158.7",",0","","","","","57.6",",,,0","0",",,,0","13.04",",0","18.16",",,,0","7.92",",,,0","","","",""
"USC00506870","1964-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","9",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","8",",0","0",",0","","","","","3.9",",0,07,","0",",,0,31,+","0",",,0,31,+","13.5",",,0,11,","22.8",",0,17,","","","168.8","0","168.8",",0","","","","","43.0",",,,0","0",",,,0","12.89",",0","17.85",",,,0","7.92",",,,0","","","",""
"USC00506870","1964-08","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","20",",0","7",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","1",",0","0",",0","","","","","0.0",",0,27,","0",",,0,31,+","0",",,0,31,+","11.2",",,0,03,","21.1",",0,27,","","","377.4","0","208.6",",0","","","","","42.0",",,,0","0",",,,0","11.60",",0","15.66",",,,0","7.55",",,,0","","","",""
"USC00506870","1964-09","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","0",",0","0",",0","","","","","0.0",",0,06,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,15,","18.9",",0,10,","","","652.0","0","274.6",",0","","","","","27.6",",,,0","0",",,,0","9.18",",0","13.82",",,,0","4.54",",,,0","","","",""
"USC00506870","1964-10","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","13",",0","9",",0","0",",0","","","","","0",",0","19",",0","10",",0","0",",0","0",",0","","","","","-14.4",",0,19,","","","","","15.2",",,0,22,","12.8",",0,12,","","","1183.9","0","531.9",",0","","","","","65.2",",,,0","","","1.17",",0","4.98",",,,0","-2.64",",,,0","","","",""
"USC00506870","1964-11","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","8",",0","2",",0","1",",0","","","","","8",",0","29",",0","20",",0","0",",0","0",",0","","","","","-21.7",",0,27,","","","","","56.1",",,0,19,","10.0",",0,18,","","","1914.3","0","730.4",",0","","","","","67.2",",,,0","","","-6.01",",0","-1.69",",,,0","-10.34",",,,0","","","",""
"USC00506870","1964-12","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","7",",0","2",",0","0",",0","","","","","22",",0","31",",0","31",",0","0",",0","0",",0","","","","","-35.0",",0,12,+","","","","","6.9",",,0,08,","-2.2",",0,04,","","","3039.2","0","1124.9",",0","","","","","15.8",",,,0","","","-17.95",",0","-13.86",",,,0","-22.05",",,,0","","","",""
"USC00506870","1965-01","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","4",",0","2",",0","0",",0","","","","","18",",0","30",",0","24",",0","0",",0","0",",0","","","","","-31.7",",0,01,","","","","","7.6",",,0,15,","5.6",",0,19,+","","","3986.4","0","947.2",",0","","","","","13.9",",,,0","","","-12.22",",0","-8.42",",,,0","-16.02",",,,0","","","",""
"USC00506870","1965-02","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0","2,0","4",",0","2",",0","0",",0","","","","","12","1,0","27","1,0","24","2,0","0","2,0","0","2,0","","","","","-25.6","1,0,21,+","","","","","6.4",",,0,07,","2.8","2,0,10,","","","4805.7","0","819.3","2,0","","","","","12.5",",,,0","","","-13.10","2,0","-9.15","2,,,0","-17.06","1,,,0","","","",""
"USC00506870","1965-03","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","6",",0","2",",0","0",",0","0",",0","0",",0","0",",0","22",",0","5",",0","0",",0","0",",0","","","","","-11.7",",0,17,+","0",",,0,31,+","0",",T,0,02,","4.6",",,0,11,","10.0",",0,23,+","","","5336.4","0","530.7",",0","","","","","12.3",",,,0","0",",T,,0","1.21",",0","4.78",",,,0","-2.35",",,,0","","","",""
"USC00506870","1965-04","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","5",",0","0",",0","0",",0","","","","","0",",0","26",",0","0",",0","0",",0","0",",0","","","","","-9.4",",0,12,","","","","","1.8",",,0,01,","16.7",",0,18,","","","5800.4","0","464.0",",0","","","","","5.2",",,,0","","","2.87",",0","7.47",",,,0","-1.74",",,,0","","","",""
"USC00506870","1965-05","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","7",",0","1",",0","0",",0","0","2,0","0","2,0","0",",0","17",",0","1",",0","0",",0","0",",0","","","","","-6.7",",0,04,","0","2,,0,31,+","0","2,,0,31,+","3.0",",,0,03,","16.7",",0,29,","","","6196.2","0","395.8",",0","","","","","6.1",",,,0","0","2,,,0","5.57",",0","10.54",",,,0","0.59",",,,0","","","",""
"USC00506870","1965-06","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","9",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","","","","","2.2",",0,10,","0",",,0,30,+","0",",,0,30,+","16.0",",,0,20,","17.2",",0,24,","","","6446.2","0","250.0",",0","","","","","45.9",",,,0","0",",,,0","10.00",",0","14.00",",,,0","6.00",",,,0","","","",""
"USC00506870","1965-07","61.5888","-149.0992","65.8","PALMER JOB CORPS, AK US","0.0","0","0.0",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","6",",0","0",",0","","","","","5.6",",0,27,+","0",",,0,31,+","0",",,0,31,+","11.7",",,0,19,","22.8",",0,31,","","","171.3","0","171.3",",0","","","","","33.7",",,,0","0",",,,0","12.81",",0","17.03",",,,0","8.59",",,,0","","","",""
