"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00116344","2007-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","8",",0","1",",0","0",",0","0",",0","","","","","","","","","","","18","","3","","","","0",",,0,31,+","0",",T,0,19,","27.9",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","113.6",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2007-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","18","","3","","","","0",",,0,30,+","0",",T,0,27,+","63.2",",,0,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.6",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2007-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","10",",0","0",",0","11",",0","2",",0","","","","","","","","","","","29","","","","","","102",",,0,18,+","114",",,0,16,","16.0",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.4",",,,0","184",",,,0","","","","","","","","","",""
"USC00116344","2008-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","6",",0","0",",0","2",",0","0",",0","","","","","","","","","","","15","","2","","","","25",",,0,22,+","20",",,0,22,","19.6",",,0,08,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.7",",,,0","49",",,,0","","","","","","","","","",""
"USC00116344","2008-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","9",",0","2",",0","14",",0","5",",0","","","","","","","","","","","23","","3","","","","203",",,0,01,","198",",,0,01,","51.8",",,0,06,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.8",",,,0","540",",,,0","","","","","","","","","",""
"USC00116344","2008-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13",",0","7",",0","0",",0","2",",0","1",",0","","","","","","","","","","","12","","2","","","","25",",,0,05,+","36",",,0,05,","17.0",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","76.3",",,,0","42",",,,0","","","","","","","","","",""
"USC00116344","2008-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","7",",0","0",",0","0",",0","0",",0","","","","","","","","","","","19","","3","","","","0",",,0,30,+","5",",,0,29,","21.8",",,0,01,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","72.7",",,,0","5",",,,0","","","","","","","","","",""
"USC00116344","2008-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","13",",0","2",",0","0",",0","0",",0","","","","","","","","","","","23","","5","","","","0",",,0,31,+","0",",T,0,03,","46.2",",,0,31,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","175.2",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2008-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","17",",0","9",",0","3",",0","0",",0","0",",0","","","","","","","","","","","19","","12","","","","0",",,0,30,+","0",",,0,30,+","85.6",",,0,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","194.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2008-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","10",",0","0",",0","0",",0","0",",0","","","","","","","","","","","23","","7","","","","0",",,0,31,+","0",",T,0,22,+","24.9",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.7",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2008-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","6",",0","3",",0","0",",0","0",",0","0",",0","","","","","","","","","","","26","","3","","","","0",",,0,31,+","0",",,0,31,+","6.4",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","16.2",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2008-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","11",",0","7",",0","2",",0","0",",0","0",",0","","","","","","","","","","","22","","","","","","0",",,0,30,+","0",",,0,30,+","73.9",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2008-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","13","","1","","","","0",",,0,31,+","0",",T,0,25,","19.8",",,0,24,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","63.8",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2008-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","5",",0","0",",0","1",",0","1",",0","","","","","","","","","","","13","","","","","","51",",,0,30,","61",",,0,30,","10.2",",,0,15,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","29.8",",,,0","64",",,,0","","","","","","","","","",""
"USC00116344","2008-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","9",",0","2",",0","10",",0","1",",0","","","","","","","","","","","17","","1","","","","51",",,0,02,+","74",",,0,01,","39.6",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.1",",,,0","140",",,,0","","","","","","","","","",""
"USC00116344","2009-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","1",",0","0",",0","15",",0","2",",0","","","","","","","","","","","15","","","","","","127",",,0,30,+","117",",,0,28,","10.2",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","14.9",",,,0","267",",,,0","","","","","","","","","",""
"USC00116344","2009-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","4",",0","0",",0","7","2,0","1","1,0","","","","","","","","","","","15","","1","","","","102","2,,0,04,+","33","1,,0,03,","21.1",",,0,11,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","59.8",",,,0","74","1,,,0","","","","","","","","","",""
"USC00116344","2009-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","15","","1","","","","0",",,0,31,+","10",",,0,30,","25.9",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","62.0",",,,0","10",",,,0","","","","","","","","","",""
"USC00116344","2009-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","13",",0","1",",0","0",",0","0",",0","","","","","","","","","","","14","","2","","","","0",",T,0,06,","5",",,0,06,","28.4",",,0,28,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","156.0",",,,0","8",",,,0","","","","","","","","","",""
"USC00116344","2009-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13",",0","9",",0","2",",0","0",",0","0",",0","","","","","","","","","","","26","","3","","","","0",",,0,31,+","0",",,0,31,+","48.5",",,0,14,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","150.4",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2009-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","9",",0","1",",0","0",",0","0",",0","","","","","","","","","","","28","","3","","","","0",",,0,30,+","0",",T,0,20,","45.7",",,0,20,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.5",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2009-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","7",",0","1",",0","0",",0","0",",0","","","","","","","","","","","23","","3","","","","0",",,0,31,+","0",",,0,31,+","37.6",",,0,05,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","122.0",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2009-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13",",0","8",",0","4",",0","0",",0","0",",0","","","","","","","","","","","29","","7","","","","0",",,0,31,+","0",",T,0,05,","43.2",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","180.2",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2009-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","27","","2","","","","0",",,0,30,+","0",",,0,30,+","9.9",",,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","22.5",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2009-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","19",",0","12",",0","2",",0","0",",0","0",",0","","","","","","","","","","","21","","1","","","","0",",,0,31,+","0",",,0,31,+","53.3",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","192.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2009-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","1",",0","0",",0","0",",0","","","","","","","","","","","20","","","","","","0",",,0,30,+","0",",T,0,27,","30.7",",,0,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","82.3",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2009-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","14",",0","7",",0","0",",0","7",",0","2",",0","","","","","","","","","","","24","","","","","","127",",,0,28,","74",",,0,28,","21.6",",,0,13,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","84.9",",,,0","176",",,,0","","","","","","","","","",""
"USC00116344","2010-01","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","3",",0","0",",0","24",",0","3",",0","","","","","","","","","","","18","","","","","","152",",,0,09,+","76",",,0,07,","11.7",",,0,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.3",",,,0","196",",,,0","","","","","","","","","",""
"USC00116344","2010-02","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","9",",0","3",",0","0",",0","21",",0","5",",0","","","","","","","","","","","19","","","","","","178",",,0,10,","99",",,0,09,","14.5",",,0,22,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.2",",,,0","313",",,,0","","","","","","","","","",""
"USC00116344","2010-03","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","13",",0","8",",0","0",",0","0",",0","0",",0","","","","","","","","","","","21","","1","","","","0",",T,0,02,+","0",",T,0,11,+","23.1",",,0,29,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.2",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-04","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","8",",0","6",",0","0",",0","0",",0","0",",0","","","","","","","","","","","12","","2","","","","0",",,0,30,+","0",",T,0,09,+","18.0",",,0,04,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.5",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-05","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","11",",0","1",",0","0",",0","0",",0","","","","","","","","","","","22","","4","","","","0",",,0,31,+","0",",T,0,02,","27.7",",,0,18,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","128.7",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-06","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","16",",0","13",",0","5",",0","0",",0","0",",0","","","","","","","","","","","27","","6","","","","0",",,0,30,+","0",",,0,30,+","51.3",",,0,09,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","295.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2010-07","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","15",",0","6",",0","2",",0","0",",0","0",",0","","","","","","","","","","","27","","1","","","","0",",,0,31,+","0",",,0,31,+","31.2",",,0,16,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","109.6",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2010-08","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","5",",0","0",",0","0",",0","0",",0","","","","","","","","","","","24","","1","","","","0",",,0,31,+","0",",,0,31,+","16.3",",,0,21,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","40.3",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2010-09","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","6",",0","1",",0","0",",0","0",",0","","","","","","","","","","","15","","1","","","","0",",,0,30,+","0",",,0,30,+","36.1",",,0,03,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","94.9",",,,0","0",",,,0","","","","","","","","","",""
"USC00116344","2010-10","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","5",",0","4",",0","0",",0","0",",0","0",",0","","","","","","","","","","","13","","1","","","","0",",,0,31,+","0",",T,0,25,","9.7",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.9",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-11","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","7",",0","5",",0","2",",0","0",",0","0",",0","","","","","","","","","","","11","","1","","","","0",",,0,30,+","0",",T,0,26,+","40.1",",,0,25,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","108.2",",,,0","0",",T,,0","","","","","","","","","",""
"USC00116344","2010-12","40.1101","-87.9567","205.7","OGDEN, IL US","","","","","","","10",",0","7",",0","0",",0","27",",0","6",",0","","","","","","","","","","","23","","","","","","254",",,0,25,","168",",,0,04,","22.4",",,0,12,","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.7",",,,0","590",",,,0","","","","","","","","","",""
"USC00116344","2011-01","40.1101","-87.9567","205.7","OGDEN, IL US","3.6","1,7","0.0","7","0.0",",7","9",",7","2",",7","0",",7","18","2,7","4","1,7","2",",7","30",",7","21",",7","0",",7","0",",7","20","","","","-20.6",",7,22,","127","2,,7,12,","69","1,,7,12,","4.8",",,7,12,","13.9",",7,01,","0.0",",,,7","","","   3.3",",,,7,3,2","   3.3",",,,7,5,2","734.6",",7","   7.2",",,,7,3,2","   7.2",",,,7,5,2","  -1.7",",,,7,3,2","  -1.1",",,,7,5,2","  -1.1",",,,7,3,2","   0.0",",,,7,5,2","  -0.2",",,,7,3,2","   0.3",",,,7,5,2","   0.5",",,,7,3,2","   0.9",",,,7,5,2","17.7",",,,7","226","1,,,7","-5.36",",7","-0.92",",,,7","-9.81",",,,7","270",",7","15.6",",7"
"USC00116344","2011-02","40.1101","-87.9567","205.7","OGDEN, IL US","3.8",",7","0.0","7","0.0",",7","10",",7","8",",7","1",",7","18",",7","4",",7","2",",7","23",",7","11",",7","0",",7","0",",7","15","","","","-21.7",",7,11,","229",",,7,06,","117",",,7,02,","26.2",",,7,02,","16.7",",7,18,","0.0",",,,7","","","   2.2",",,,7,3,2","   2.8",",,,7,5,2","558.4",",7","   5.0",",,,7,3,2","   5.6",",,,7,5,2","  -1.1",",,,7,3,2","   0.0",",,,7,5,2","  -0.6",",,,7,3,2","   0.0",",,,7,5,2","  -0.1",",,,7,3,2","   0.6",",,,7,5,2","   0.7",",,,7,3,2","   1.2",",,,7,5,2","80.3",",,,7","340",",,,7","-1.61",",7","2.82",",,,7","-6.04",",,,7","45",",7","19.7",",7"
"USC00116344","2011-03","40.1101","-87.9567","205.7","OGDEN, IL US","4.6",",7","0.0","7","0.0",",7","12",",7","4",",7","0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","4",",7","0",",7","21","","1","","-5.0",",7,28,","0",",T,7,06,","10",",,7,06,","19.3",",,7,05,","22.8",",7,24,+","17.2","1,,,7","","","   9.4",",,,7,3,2","  10.0",",,,7,5,2","408.3",",7","  13.3",",,,7,3,2","  12.8","1,,,7,5,2","   1.1",",,,7,3,2","   1.7",",,,7,5,2","   3.3",",,,7,3,2","   3.3","1,,,7,5,2","   4.1",",,,7,3,2","   4.3",",,,7,5,2","   6.3",",,,7,3,2","   6.5","1,,,7,5,2","49.1",",,,7","10",",,,7","5.16",",7","10.68",",,,7","-0.35",",,,7","292",",7","18.3",",7"
"USC00116344","2011-04","40.1101","-87.9567","205.7","OGDEN, IL US","3.6",",7","3.6","7","3.6",",7","18",",7","13",",7","3",",7","0",",7","0",",7","0",",7","1",",7","0",",7","7",",7","0",",7","16","","2","","-2.8",",7,01,","0",",,7,30,+","0",",T,7,20,","31.0",",,7,26,","28.3",",7,11,","58.8",",,,7","","","  13.9","1,,,7,3,2","  13.9",",,,7,5,2","211.0",",7","  16.7","1,,,7,3,2","  16.1",",,,7,5,2","   4.4","1,,,7,3,2","   5.0",",,,7,5,2","   6.1","1,,,7,3,2","   6.7",",,,7,5,2","   8.9","1,,,7,3,2","   9.5",",,,7,5,2","  11.9","1,,,7,3,2","  12.1",",,,7,5,2","178.3",",,,7","0",",T,,7","11.42",",7","17.36",",,,7","5.48",",,,7","270",",7","25.9",",7"
"USC00116344","2011-05","40.1101","-87.9567","205.7","OGDEN, IL US","2.6",",7","55.4","7","51.8",",7","13",",7","10",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","17",",7","0",",7","27","","3","","2.2",",7,05,+","0",",,7,31,+","0",",T,7,26,","41.7",",,7,26,","31.7",",7,11,","70.8",",,,7","","","  18.9",",,,7,3,2","  19.4",",,,7,5,2","112.8",",7","  25.6",",,,7,3,2","  23.3",",,,7,5,2","   8.3",",,,7,3,2","   9.4",",,,7,5,2","  11.7",",,,7,3,2","  12.2",",,,7,5,2","  14.1",",,,7,3,2","  14.8",",,,7,5,2","  18.1",",,,7,3,2","  18.0",",,,7,5,2","152.3",",,,7","0",",T,,7","16.36",",7","21.67",",,,7","11.05",",,,7","270",",7","30.4",",7"
"USC00116344","2011-06","40.1101","-87.9567","205.7","OGDEN, IL US","2.9",",7","177.7","7","122.3",",7","16",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","28",",7","4",",7","27","","1","","13.3",",7,13,+","0",",,7,30,+","0",",T,7,16,","19.6",",,7,16,","35.0",",7,05,","88.5",",,,7","","","  23.3","1,,,7,3,2","  23.9","1,,,7,5,2","2.0",",7","  28.9","1,,,7,3,2","  28.3","1,,,7,5,2","  15.6","1,,,7,3,2","  18.9","1,,,7,5,2","  20.6","1,,,7,3,2","  21.7","1,,,7,5,2","  20.4","1,,,7,3,2","  21.2","1,,,7,5,2","  24.5","1,,,7,3,2","  24.6","1,,,7,5,2","90.0",",,,7","0",",T,,7","22.35",",7","27.20",",,,7","17.49",",,,7","180",",7","19.2",",7"
"USC00116344","2011-07","40.1101","-87.9567","205.7","OGDEN, IL US","1.1",",7","413.2","7","235.5",",7","9",",7","4",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","11",",7","30","","1","","16.1",",7,15,+","0",",,7,31,+","0",",,7,31,+","8.4",",,7,25,","36.1",",7,22,","129.5",",,,7","0.0","7","  27.8",",,,7,3,2","  27.2","1,,,7,5,2","0.0",",7","  32.8",",,,7,3,2","  30.0",",,,7,5,2","  21.1",",,,7,3,2","  21.7","1,,,7,5,2","  23.9",",,,7,3,2","  24.4",",,,7,5,2","  24.4",",,,7,3,2","  24.7","1,,,7,5,2","  29.2",",,,7,3,2","  27.8",",,,7,5,2","26.2",",,,7","0",",,,7","25.93",",7","30.86",",,,7","21.00",",,,7","16",",7","60.4",",7"
"USC00116344","2011-08","40.1101","-87.9567","205.7","OGDEN, IL US","1.2",",7","556.5","7","143.3",",7","7",",7","3",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","4",",7","25","","2","","13.3",",7,17,","0",",,7,31,+","0",",,7,31,+","21.6",",,7,24,","32.8",",7,25,+","122.2",",,,7","0.0","7","  26.7",",,,7,3,2","  26.7",",,,7,5,2","0.0",",7","  31.1",",,,7,3,2","  29.4",",,,7,5,2","  20.0",",,,7,3,2","  20.0",",,,7,5,2","  22.8",",,,7,3,2","  22.2",",,,7,5,2","  22.5",",,,7,3,2","  22.8",",,,7,5,2","  26.5",",,,7,3,2","  25.6",",,,7,5,2","35.2",",,,7","0",",,,7","22.96",",7","28.94",",,,7","16.97",",,,7","315",",7","18.3",",7"
"USC00116344","2011-09","40.1101","-87.9567","205.7","OGDEN, IL US","2.3",",7","603.7","7","47.2",",7","15",",7","9",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","13",",7","4",",7","23","","","","5.6",",7,16,+","0",",,7,30,+","0",",,7,30,+","21.6",",,7,26,","36.7",",7,02,","67.6",",,,7","76.7","7","  23.3",",,,7,3,2","  23.3",",,,7,5,2","76.7",",7","  27.8",",,,7,3,2","  26.1",",,,7,5,2","  13.3",",,,7,3,2","  13.9",",,,7,5,2","  15.0",",,,7,3,2","  15.6",",,,7,5,2","  16.6",",,,7,3,2","  17.4",",,,7,5,2","  19.5",",,,7,3,2","  19.9",",,,7,5,2","91.0",",,,7","0",",,,7","17.35",",7","22.63",",,,7","12.07",",,,7","292",",7","16.5",",7"
"USC00116344","2011-10","40.1101","-87.9567","205.7","OGDEN, IL US","2.5",",7","610.8","7","7.1",",7","10",",7","5",",7","1",",7","0",",7","0",",7","0",",7","2",",7","0",",7","11",",7","0",",7","11","","","","0.0",",7,30,+","0",",,7,31,+","0",",,7,31,+","27.7",",,7,20,","28.9",",7,08,","71.0",",,,7","263.5","7","  15.0",",,,7,3,2","  15.0",",,,7,5,2","186.8",",7","  18.3",",,,7,3,2","  17.2",",,,7,5,2","   6.7",",,,7,3,2","   7.2",",,,7,5,2","   8.9",",,,7,3,2","   8.9",",,,7,5,2","  11.1",",,,7,3,2","  11.6",",,,7,5,2","  13.5",",,,7,3,2","  13.6",",,,7,5,2","54.1",",,,7","0",",,,7","12.54",",7","19.09",",,,7","5.98",",,,7","315",",7","17.9",",7"
"USC00116344","2011-11","40.1101","-87.9567","205.7","OGDEN, IL US","4.9",",7","610.8","7","0.0",",7","13",",7","12",",7","2",",7","0",",7","0",",7","0",",7","9",",7","0",",7","4",",7","0",",7","19","","","","-3.3",",7,30,+","0",",,7,30,+","0",",T,7,11,","28.7",",,7,04,","21.7",",7,15,+","41.4",",,,7","583.7","7","  10.6",",,,7,3,2","  10.6","1,,,7,5,2","320.2",",7","  12.2",",,,7,3,2","  12.2","1,,,7,5,2","   2.8",",,,7,3,2","   0.6","1,,,7,5,2","   5.0",",,,7,3,2","   5.0","1,,,7,5,2","   6.6",",,,7,3,2","   6.9","1,,,7,5,2","   8.6",",,,7,3,2","   8.9","1,,,7,5,2","136.1",",,,7","0",",T,,7","7.66",",7","12.61",",,,7","2.71",",,,7","247",",7","19.2",",7"
"USC00116344","2011-12","40.1101","-87.9567","205.7","OGDEN, IL US","3.6","1,7","610.8","7","0.0","1,7","15","1,7","10","1,7","0","1,7","1","1,7","1","1,7","0","1,7","21","1,7","2","1,7","0","1,7","0","1,7","16","","","","-10.6","1,7,11,","25","1,,7,27,","36","1,,7,28,","20.6","1,,7,15,","14.4","1,7,16,+","0.0","1,,,7","1069.5","7","   4.4","1,,,7,3,2","   5.6","1,,,7,5,2","485.8","1,7","   8.3","1,,,7,3,2","   7.8","1,,,7,5,2","   0.0","1,,,7,3,2","   0.6","1,,,7,5,2","   0.0","1,,,7,3,2","   0.6","1,,,7,5,2","   1.9","1,,,7,3,2","   2.5","1,,,7,5,2","   3.5","1,,,7,3,2","   3.8","1,,,7,5,2","81.8","1,,,7","75","1,,,7","2.14","1,7","6.31","1,,,7","-2.03","1,,,7","270","1,7","17.4","1,7"
"USC00116344","2012-01","40.1101","-87.9567","205.7","OGDEN, IL US","5.3",",7","0.0","7","0.0",",7","12",",7","7",",7","1",",7","6",",7","1",",7","0",",7","27",",7","9",",7","0",",7","0",",7","17","","","","-13.9",",7,20,+","76",",,7,15,+","74",",,7,13,","41.1",",,7,17,","15.6",",7,07,","0.0",",,,7","1643.5","7","   3.9",",,,7,3,2","   3.3",",,,7,5,2","574.0",",7","   6.1",",,,7,3,2","   7.8","1,,,7,5,2","  -1.1",",,,7,3,2","  -1.1",",,,7,5,2","  -1.1",",,,7,3,2","   0.0","1,,,7,5,2","   0.1",",,,7,3,2","   0.5",",,,7,5,2","   1.2",",,,7,3,2","   1.6","1,,,7,5,2","100.7",",,,7","139",",,,7","-0.18",",7","4.93",",,,7","-5.29",",,,7","292",",7","21.0",",7"
"USC00116344","2012-02","40.1101","-87.9567","205.7","OGDEN, IL US","4.0",",7","0.0","7","0.0",",7","12",",7","3",",7","0",",7","2",",7","1",",7","0",",7","26",",7","2",",7","0",",7","0",",7","19","","","","-11.7",",7,12,","25",",,7,14,+","28",",,7,14,","5.1",",,7,04,","15.6",",7,01,","0.0",",,,7","2123.1","7","   2.8",",,,7,3,2","   3.9","1,,,7,5,2","479.6",",7","   9.4",",,,7,3,2","   5.0",",,,7,5,2","  -1.1",",,,7,3,2","  -0.6","1,,,7,5,2","  -0.6",",,,7,3,2","  -0.6",",,,7,5,2","   0.8",",,,7,3,2","   1.1","1,,,7,5,2","   2.5",",,,7,3,2","   2.3",",,,7,5,2","24.2",",,,7","72",",,,7","1.80",",7","6.91",",,,7","-3.32",",,,7","270",",7","19.2",",7"
"USC00116344","2012-03","40.1101","-87.9567","205.7","OGDEN, IL US","4.8",",7","23.7","7","23.7",",7","12",",7","5",",7","0",",7","0",",7","0",",7","0",",7","8",",7","0",",7","16",",7","0",",7","18","","","","-6.1",",7,06,","0",",T,7,05,","13",",,7,05,","10.4",",,7,03,","30.0",",7,22,","51.6",",,,7","2310.6","7","  15.6",",,,7,3,2","  15.0",",,,7,5,2","187.5",",7","  20.6",",,,7,3,2","  17.8",",,,7,5,2","   0.6",",,,7,3,2","   1.1",",,,7,5,2","   2.8",",,,7,3,2","   2.8",",,,7,5,2","   8.1",",,,7,3,2","   8.5",",,,7,5,2","  12.0",",,,7,3,2","  11.1",",,,7,5,2","40.7",",,,7","13",",,,7","13.05",",7","20.09",",,,7","6.00",",,,7","247",",7","24.1",",7"
