"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES"
"USC00310750","2020-06","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","161.2","1,7","8","1,7","6","1,7","2","1,7","0","1,7","0","1,7","0","1,7","27","1,7","0","1,7","1","","","","14.4","1,7,01,","32.0","1,,7,17,","31.7","1,7,24,+","","","4.7","1,7","101.4","1,,,7","23.73","1,7","28.08","1,,,7","19.38","1,,,7"
"USC00310750","2020-07","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","261.8","1,7","12","1,7","9","1,7","0","1,7","0","1,7","0","1,7","0","1,7","30","1,7","17","1,7","","","","","20.0","1,7,14,+","21.3","1,,7,13,","34.4","1,7,29,","0.0","7","0.0","1,7","125.3","1,,,7","27.06","1,7","32.24","1,,,7","21.88","1,,,7"
"USC00310750","2020-08","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","220.6","2,7","10",",7","8",",7","2",",7","0","2,7","0","2,7","0","2,7","29","2,7","5","2,7","1","","","","18.3","2,7,18,","64.3",",,7,04,","34.4","2,7,02,","0.0","7","0.0","2,7","202.8",",,,7","25.94","2,7","30.21","2,,,7","21.67","2,,,7"
"USC00310750","2020-09","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","105.5","1,7","11","1,7","6","1,7","4","1,7","0","1,7","0","1,7","0","1,7","24","1,7","2","1,7","3","","","","9.4","1,7,24,+","54.9","1,,7,18,","33.9","1,7,04,","16.7","7","16.7","1,7","178.0","1,,,7","21.40","1,7","25.50","1,,,7","17.29","1,,,7"
"USC00310750","2020-10","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","","","","","","","","","","","","","","","","","","","4","","","","","","","","","","","","","","87.2","5,a,,7","","","","","",""
"USC00310750","2020-11","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","","","","","","","","","",""
"USC00310750","2020-12","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","139.4","1,a,,7","","","","","",""
"USC00310750","2021-01","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","124.6","5,a,,7","","","","","",""
"USC00310750","2021-02","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","","","","","","","","","","","","","","","","","","","1","","1","","","","","","","","","","","","154.0","4,a,,7","","","","","",""
"USC00310750","2021-03","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","","","","","","","","","","","","","","","","","","","1","","","","","","","","","","","","","","74.9","5,a,,7","","","","","",""
"USC00310750","2021-04","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","24.7",",7","5",",7","3",",7","0",",7","0",",7","3",",7","0",",7","19",",7","0",",7","1","","","","-1.7",",7,03,","8.9",",,7,01,","30.0",",7,08,","","","110.0",",7","24.0",",,,7","15.49",",7","22.84",",,,7","8.14",",,,7"
"USC00310750","2021-05","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","68.2","1,7","10","1,7","8","1,7","0","1,7","0","1,7","0","1,7","0","1,7","23","1,7","2","1,7","","","1","","6.7","1,7,13,+","18.0","1,,7,06,","32.8","1,7,27,","","","43.3","1,7","71.0","1,,,7","19.16","1,7","24.96","1,,,7","13.37","1,,,7"
"USC00310750","2021-06","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","166.0",",7","13",",7","9",",7","3",",7","0",",7","0",",7","0",",7","30",",7","1",",7","","","3","","12.8",",7,01,","56.6",",,7,03,","32.2",",7,22,","","","0.8",",7","190.9",",,,7","23.84",",7","28.42",",,,7","19.26",",,,7"
"USC00310750","2021-07","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","207.8","2,7","11","2,7","8","2,7","2","2,7","0","2,7","0","2,7","0","2,7","29","2,7","7","2,7","1","","3","","16.1","2,7,04,+","74.2","2,,7,09,","33.9","2,7,31,","0.0","H","0.0","2,7","173.8","2,,,7","25.50","2,7","30.17","2,,,7","20.83","2,,,7"
"USC00310750","2021-08","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","254.5",",7","13",",7","8",",7","0",",7","0",",7","0",",7","0",",7","31",",7","16",",7","2","","2","","18.3",",7,08,","11.9",",,7,18,","35.6",",7,31,","0.0","H","0.0",",7","58.4",",,,7","26.54",",7","31.32",",,,7","21.76",",,,7"
"USC00310750","2021-09","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","126.0","1,7","4","1,7","4","1,7","2","1,7","0","1,7","0","1,7","0","1,7","29","1,7","2","1,7","2","","","","10.6","1,7,28,+","45.7","1,,7,10,","33.3","1,7,01,","3.8","H","3.8","1,7","102.9","1,,,7","22.54","1,7","27.68","1,,,7","17.41","1,,,7"
"USC00310750","2021-10","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","","","","","","","","","","","","","","","","","","","","","2","","","","","","","","","","","","115.3","2,a,,7","","","","","",""
"USC00310750","2021-11","35.6542","-79.0706","94.5","B. EVERETT JORDAN DAM, NC US","0.0","4,H","5","2,H","2","2,H","0","2,H","0","3,H","9","3,H","0","3,H","4","3,H","0","3,H","","","","","-3.9","3,H,30,","5.6","2,,H,23,+","25.6","3,H,12,","","","236.1","3,H","13.3","2,,,H","9.19","4,H","15.80","3,,,H","2.57","3,,,H"
