"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HN01","HN01_ATTRIBUTES","HN02","HN02_ATTRIBUTES","HN03","HN03_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","HX01","HX01_ATTRIBUTES","HX02","HX02_ATTRIBUTES","HX03","HX03_ATTRIBUTES","LN01","LN01_ATTRIBUTES","LN02","LN02_ATTRIBUTES","LN03","LN03_ATTRIBUTES","LX01","LX01_ATTRIBUTES","LX02","LX02_ATTRIBUTES","LX03","LX03_ATTRIBUTES","MN01","MN01_ATTRIBUTES","MN02","MN02_ATTRIBUTES","MN03","MN03_ATTRIBUTES","MX01","MX01_ATTRIBUTES","MX02","MX02_ATTRIBUTES","MX03","MX03_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00118324","1998-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","1.9","0","0.0",",0","13",",0","10",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","4",",0","0",",0","","","","","-5.0",",0,05,","0",",,0,30,+","0",",,0,30,+","22.6",",,0,08,","26.1",",0,25,","3287.8","0","","","","","","","280.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","116.2",",,,0","0",",,,0","8.98",",0","15.77",",,,0","2.19",",,,0","",""
"USC00118324","1998-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","35.2","0","33.3","1,0","10",",0","6",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","23",",0","4",",0","3","","","","6.1","1,0,26,+","0",",,0,31,+","0",",,0,31,+","38.4",",,0,08,","34.4",",0,29,","3353.4","0","","","","","","","65.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","87.4",",,,0","0",",,,0","17.40","1,0","24.87",",,,0","9.92","1,,,0","",""
"USC00118324","1998-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","137.0","0","101.8",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","8",",0","1","","9","","2.2",",0,06,","0",",,0,30,+","0",",,0,30,+","20.3",",,0,12,","36.7",",0,26,","3397.6","0","","","","","","","44.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","99.6",",,,0","0",",,,0","20.25",",0","27.22",",,,0","13.28",",,,0","",""
"USC00118324","1998-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","270.0","0","133.0","1,0","6",",0","3",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","7",",0","3","","1","","11.1","1,0,25,+","0",",,0,31,+","0",",,0,31,+","18.5",",,0,04,","36.7",",0,20,","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","46.9",",,,0","0",",,,0","22.79","1,0","30.05",",,,0","15.53","1,,,0","",""
"USC00118324","1998-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","407.3","0","137.3",",0","9",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","5",",0","6","","4","","11.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","52.1",",,0,25,","35.6",",0,24,","0.0","0","","","","","","","0.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","102.2",",,,0","0",",,,0","22.76",",0","29.36",",,,0","16.16",",,,0","",""
"USC00118324","1998-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","460.7","0","53.4",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","27",",0","5",",0","2","","","","2.8",",0,23,","0",",,0,30,+","0",",,0,30,+","20.6",",,0,15,","35.0",",0,07,","34.2","0","","","","","","","34.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.1",",,,0","0",",,,0","18.97",",0","26.81",",,,0","11.13",",,,0","",""
"USC00118324","1998-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","461.8","0","1.1","2,0","12",",0","9",",0","1",",0","","","0",",0","0","1,0","3","1,0","0","1,0","6","1,0","0","1,0","1","","","","-3.3","1,0,22,","","","0",",,0,31,+","114.3",",,0,18,","26.7","1,0,17,","236.6","0","","","","","","","202.4","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","190.2",",,,0","0",",,,0","11.37","2,0","18.02","1,,,0","4.71","1,,,0","",""
"USC00118324","1998-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","461.8","0","0.0",",0","5",",0","2",",0","1",",0","1",",0","0",",0","0",",0","18",",0","0",",0","0",",0","0",",0","1","","1","","-9.4",",0,21,","25",",,0,08,","13",",,0,08,","33.3",",,0,10,","20.0",",0,29,","624.5","0","","","","","","","387.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","39.9",",,,0","13",",,,0","5.40",",0","11.28",",,,0","-0.47",",,,0","",""
"USC00118324","1998-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","461.8","0","0.0",",0","9",",0","2",",0","0",",0","3",",0","0",",0","4",",0","27",",0","6",",0","0",",0","0",",0","1","","","","-21.1",",0,30,","25",",,0,31,+","13",",,0,31,+","21.8",",,0,07,","18.9",",0,04,","1183.7","0","","","","","","","559.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.2",",,,0","29",",,,0","0.29",",0","6.45",",,,0","-5.86",",,,0","",""
"USC00118324","1999-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","2,0","12",",0","7",",0","1",",0","27",",0","7",",0","10","2,0","28","2,0","17",",0","0",",0","0",",0","1","","","","-30.6","2,0,05,","356",",,0,06,","216",",,0,03,","29.5",",,0,22,","8.3",",0,28,","1930.5","0","","","","","","","746.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","110.0",",,,0","605",",,,0","-7.45","2,0","-1.85",",,,0","-13.06","2,,,0","",""
"USC00118324","1999-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","10",",0","3",",0","0",",0","2",",0","1",",0","0",",0","27",",0","3",",0","1",",0","0",",0","2","","1","","-12.8",",0,23,+","25",",,0,25,+","36",",,0,25,","15.7",",,0,27,","21.1",",0,12,","2450.1","0","","","","","","","519.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.1",",,,0","51",",,,0","-0.22",",0","5.73",",,,0","-6.18",",,,0","",""
"USC00118324","1999-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","6",",0","3",",0","0",",0","12",",0","4",",0","0","1,0","28","1,0","2",",0","1",",0","0",",0","","","","","-12.8","1,0,07,","330",",,0,09,","229",",,0,09,","17.3",",,0,09,","23.3",",0,31,","2968.2","0","","","","","","","518.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","31.0",",,,0","450",",,,0","0.94","1,0","7.69",",,,0","-5.82","1,,,0","",""
"USC00118324","1999-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","17",",0","9",",0","4",",0","0",",0","0",",0","0","1,0","10","1,0","0",",0","4",",0","0",",0","2","","3","","-3.3","1,0,25,+","0",",,0,30,+","0",",,0,30,+","43.2",",,0,23,","26.1",",0,08,+","3240.5","0","","","","","","","272.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","169.3",",,,0","0",",,,0","8.97","1,0","15.96",",,,0","1.99","1,,,0","",""
"USC00118324","1999-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","24.2","0","24.2","1,0","13",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0","1,0","21","1,0","2","1,0","","","4","","1.7",",0,09,+","0",",,0,31,+","0",",,0,31,+","28.7",",,0,22,","32.2","1,0,30,+","3336.5","0","","","","","","","96.0","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.2",",,,0","0",",,,0","15.99","1,0","23.84","1,,,0","8.14",",,,0","",""
"USC00118324","1999-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","128.1","0","103.9","1,0","12",",0","6",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","27",",0","7",",0","","","","","4.4","1,0,18,","0",",,0,30,+","0",",,0,30,+","52.3",",,0,02,","36.1",",0,09,","3360.9","0","","","","","","","24.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","158.2",",,,0","0",",,,0","20.93","1,0","27.95",",,,0","13.90","1,,,0","",""
"USC00118324","1999-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","334.5","0","206.4","1,0","10",",0","7",",0","0",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","14",",0","2","","1","","8.9","1,0,11,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,01,","38.3",",0,31,","1.7","0","","","","","","","1.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.5",",,,0","0",",,,0","25.10","1,0","32.01",",,,0","18.20","1,,,0","",""
"USC00118324","1999-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","407.1","0","72.6",",0","11",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","7","","2","","7.8",",0,31,+","0",",,0,31,+","0",",,0,31,+","10.4",",,0,13,","33.9",",0,29,","11.1","0","","","","","","","9.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","47.7",",,,0","0",",,,0","20.37",",0","27.48",",,,0","13.26",",,,0","",""
"USC00118324","1999-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","438.3","0","31.2","1,0","5",",0","3",",0","2",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","22",",0","4",",0","2","","2","","1.1","1,0,30,","0",",,0,30,+","0",",,0,30,+","46.5",",,0,28,","35.6",",0,06,","99.6","0","","","","","","","88.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","89.0",",,,0","0",",,,0","16.30","1,0","25.07",",,,0","7.53","1,,,0","",""
"USC00118324","1999-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","438.3","0","0.0","1,0","6",",0","2",",0","0",",0","0",",0","0",",0","0","1,0","11","1,0","0",",0","10",",0","0",",0","3","","","","-6.1","1,0,25,","0",",,0,31,+","0",",,0,31,+","20.6",",,0,04,","27.2",",0,29,","359.2","0","","","","","","","259.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28.3",",,,0","0",",,,0","9.77","1,0","18.05",",,,0","1.49","1,,,0","",""
"USC00118324","1999-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","438.3","0","0.0","2,0","6",",0","2",",0","0",",0","0",",0","0",",0","0","2,0","19","2,0","0",",0","6",",0","0",",0","5","","","","-11.1","2,0,30,","0",",,0,30,+","0",",,0,30,+","6.4",",,0,24,","23.9",",0,10,","706.8","0","","","","","","","347.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13.3",",,,0","0",",,,0","5.96","2,0","13.86",",,,0","-1.95","2,,,0","",""
"USC00118324","1999-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","438.3","0","0.0",",0","14",",0","4",",0","1",",0","13",",0","0",",0","5",",0","28",",0","9",",0","0",",0","0",",0","3","","","","-22.2",",0,23,","51",",,0,28,+","20",",,0,18,+","36.1",",,0,05,","14.4",",0,03,","1370.2","0","","","","","","","663.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","57.0",",,,0","119",",,,0","-3.07",",0","2.92",",,,0","-9.05",",,,0","",""
"USC00118324","2000-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","2,0","11",",0","6",",0","0",",0","17",",0","4",",0","4","2,0","28","2,0","17",",0","0",",0","0",",0","1","","","","-22.8","2,0,24,+","203",",,0,31,","107",",,0,20,","7.1",",,0,20,","16.7",",0,03,","2063.6","0","","","","","","","693.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.3",",,,0","371",",,,0","-5.51","2,0","0.34",",,,0","-11.36","2,,,0","",""
"USC00118324","2000-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","8","1,0","4","1,0","0","1,0","22",",0","3","1,0","0","1,0","24","1,0","9",",0","1",",0","0",",0","2","","","","-15.0","1,0,09,+","229",",,0,19,","142","1,,0,19,","7.4","1,,0,24,","21.7",",0,26,","2627.3","0","","","","","","","563.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","30.9","1,,,0","237","1,,,0","-1.56","1,0","4.73",",,,0","-7.86","1,,,0","",""
"USC00118324","2000-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","11",",0","2",",0","0",",0","0",",0","0",",0","0",",0","21",",0","0",",0","4",",0","0",",0","2","","1","","-10.0",",0,13,+","0",",T,0,17,+","13",",,0,09,","8.4",",,0,20,","26.1",",0,08,","3032.5","0","","","","","","","405.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","20.4",",,,0","13",",,,0","5.26",",0","12.89",",,,0","-2.36",",,,0","",""
"USC00118324","2000-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","10",",0","5",",0","2",",0","1",",0","1",",0","0",",0","13",",0","0",",0","4",",0","0",",0","4","","3","","-6.7",",0,05,","51",",,0,08,","46",",,0,08,","33.3",",,0,20,","25.0",",0,15,","3363.2","0","","","","","","","330.7",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","105.0",",,,0","52",",,,0","7.31",",0","14.93",",,,0","-0.31",",,,0","",""
"USC00118324","2000-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","22.3","0","22.3","2,0","17",",0","10",",0","0",",0","0",",0","0",",0","0","2,0","0","2,0","0",",0","23",",0","0",",0","2","","4","","1.1","2,0,16,+","0",",,0,31,+","0",",,0,31,+","19.1",",,0,10,","30.6",",0,07,","3463.5","0","","","","","","","100.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","101.1",",,,0","0",",,,0","15.57","2,0","23.31",",,,0","7.83","2,,,0","",""
"USC00118324","2000-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","74.1","0","51.8",",0","15",",0","11",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","24",",0","2",",0","2","","3","","4.4",",0,06,","0",",,0,30,+","0",",,0,30,+","40.6",",,0,25,","33.3",",0,09,","3507.6","0","","","","","","","44.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","140.8",",,,0","0",",,,0","18.59",",0","25.49",",,,0","11.68",",,,0","",""
"USC00118324","2000-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","154.0","0","79.9",",0","5",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","2","","2","","7.8",",0,25,+","0",",,0,31,+","0",",,0,31,+","34.5",",,0,03,","32.2",",0,10,","9.1","0","","","","","","","9.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","71.1",",,,0","0",",,,0","20.62",",0","27.32",",,,0","13.91",",,,0","",""
"USC00118324","2000-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","244.8","0","90.8",",0","8",",0","7",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","1",",0","8","","2","","10.0",",0,04,","0",",,0,31,+","0",",,0,31,+","36.6",",,0,01,","32.8",",0,16,","12.2","0","","","","","","","3.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","80.0",",,,0","0",",,,0","21.16",",0","27.84",",,,0","14.49",",,,0","",""
"USC00118324","2000-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","306.9","0","62.1",",0","9",",0","6",",0","2",",0","0",",0","0","1,0","0",",0","0",",0","0",",0","19",",0","3",",0","3","","3","","1.1",",0,27,+","0",",,0,30,+","0","1,,0,30,+","78.2",",,0,12,","36.1",",0,02,","116.8","0","","","","","","","104.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","148.1",",,,0","0","1,,,0","16.92",",0","24.86",",,,0","8.97",",,,0","",""
"USC00118324","2000-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","308.1","0","1.2","2,0","10",",0","4",",0","0",",0","0",",0","0",",0","0","2,0","9","2,0","0",",0","17",",0","0",",0","6","","1","","-5.0","2,0,09,","0",",,0,31,+","0",",,0,31,+","21.6",",,0,04,","28.9",",0,02,","308.1","0","","","","","","","191.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7",",,,0","0",",,,0","12.02","2,0","20.15",",,,0","3.90","2,,,0","",""
"USC00118324","2000-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","308.1","0","0.0",",0","16",",0","5",",0","1",",0","1",",0","0",",0","0",",0","24",",0","4",",0","2",",0","0",",0","1","","","","-13.9",",0,22,","25",",,0,20,","15",",,0,21,+","40.9",",,0,07,","23.9",",0,02,","799.6","0","","","","","","","491.5",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","93.3",",,,0","46",",,,0","1.95",",0","7.72",",,,0","-3.82",",,,0","",""
"USC00118324","2000-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","308.1","0","0.0",",0","15",",0","6",",0","0",",0","23","2,0","6","1,0","13",",0","31",",0","23",",0","0",",0","0",",0","","","","","-25.6",",0,22,","381","2,,0,31,+","279","1,,0,12,","7.4",",,0,12,","3.3",",0,05,+","1680.6","0","","","","","","","881.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","34.9",",,,0","690","1,,,0","-10.09",",0","-3.88",",,,0","-16.29",",,,0","",""
"USC00118324","2001-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","6",",0","6",",0","0",",0","31",",0","1",",0","2","1,0","30","1,0","14",",0","0",",0","0",",0","5","","","","-18.9","1,0,03,+","356",",,0,05,+","38",",,0,27,","17.3",",,0,30,","6.1",",0,12,","2396.9","0","","","","","","","716.3",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","33.4",",,,0","55",",,,0","-5.50","1,0","0.55",",,,0","-11.55","1,,,0","",""
"USC00118324","2001-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","9",",0","5",",0","0",",0","12",",0","0",",0","4",",0","27",",0","10",",0","0",",0","0",",0","3","","","","-22.2",",0,03,+","127",",,0,04,","13",",,0,04,","23.6",",,0,25,","12.8",",0,25,","3053.1","0","","","","","","","656.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","55.7",",,,0","45",",,,0","-5.10",",0","1.41",",,,0","-11.61",",,,0","",""
"USC00118324","2001-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","1,0","7",",0","5",",0","0",",0","3",",0","1",",0","0",",0","31",",0","5","1,0","0","1,0","0","1,0","1","","","","-15.0",",0,01,","76",",,0,17,","53",",,0,17,","9.4",",,0,16,","12.8","1,0,22,","3629.3","0","","","","","","","576.2","1,0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","25.4",",,,0","90",",,,0","-0.81","1,0","5.64","1,,,0","-7.25",",,,0","",""
"USC00118324","2001-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","1.4","0","1.4",",0","14",",0","11",",0","0",",0","0",",0","0",",0","0",",0","9",",0","0",",0","11",",0","0",",0","2","","4","","-5.6",",0,19,+","0",",T,0,17,","5",",,0,17,","11.7",",,0,12,","29.4",",0,22,","3870.1","0","","","","","","","240.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","67.3",",,,0","5",",,,0","10.35",",0","18.31",",,,0","2.39",",,,0","",""
"USC00118324","2001-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","28.4","0","27.0","1,0","16",",0","8",",0","1",",0","0",",0","0",",0","0","1,0","3","1,0","0",",0","18",",0","3",",0","3","","5","","-1.1","1,0,13,","0",",,0,31,+","0",",,0,31,+","35.3",",,0,11,","32.8",",0,17,+","3996.5","0","","","","","","","126.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","96.1",",,,0","0",",,,0","15.05","1,0","23.14",",,,0","6.96","1,,,0","",""
"USC00118324","2001-06","42.02556","-88.17833","249.6","STREAMWOOD, IL US","105.1","0","76.7",",0","13",",0","8",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","22",",0","10",",0","1","","6","","5.6",",0,05,+","0",",,0,30,+","0",",,0,30,+","17.8",",,0,01,","35.0",",0,19,+","4058.6","0","","","","","","","62.1",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","65.8",",,,0","0",",,,0","18.82",",0","26.62",",,,0","11.02",",,,0","",""
"USC00118324","2001-07","42.02556","-88.17833","249.6","STREAMWOOD, IL US","250.6","0","145.5",",0","10",",0","6",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","8","","3","","5.6",",0,02,","0",",,0,31,+","0",",,0,31,+","18.8",",,0,22,","36.1",",0,31,+","8.8","0","","","","","","","8.8",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","68.5",",,,0","0",",,,0","22.74",",0","30.67",",,,0","14.81",",,,0","",""
"USC00118324","2001-08","42.02556","-88.17833","249.6","STREAMWOOD, IL US","369.8","0","119.2","1,0","15",",0","9",",0","1",",0","0",",0","0",",0","0","1,0","0","1,0","0",",0","31",",0","8",",0","3","","4","","9.4","1,0,30,+","0",",,0,31,+","0",",,0,31,+","27.2",",,0,23,","36.7",",0,10,+","13.0","0","","","","","","","4.2",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","149.7",",,,0","0",",,,0","22.20","1,0","29.75",",,,0","14.65","1,,,0","",""
"USC00118324","2001-09","42.02556","-88.17833","249.6","STREAMWOOD, IL US","390.6","0","20.8",",0","11",",0","7",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","1",",0","2","","5","","1.1",",0,26,+","0",",,0,30,+","0",",,0,30,+","108.0",",,0,19,","32.2",",0,08,","122.4","0","","","","","","","109.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","205.3",",,,0","0",",,,0","15.38",",0","23.18",",,,0","7.58",",,,0","",""
"USC00118324","2001-10","42.02556","-88.17833","249.6","STREAMWOOD, IL US","390.6","0","0.0","1,0","10",",0","7",",0","2",",0","0",",0","0",",0","0","1,0","9","1,0","0",",0","7",",0","0",",0","","","","","-6.1","1,0,07,","0",",,0,31,+","0",",,0,31,+","120.7",",,0,14,","28.9",",0,03,","371.8","0","","","","","","","249.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","222.3",",,,0","0",",,,0","10.04","1,0","17.01",",,,0","3.07","1,,,0","",""
"USC00118324","2001-11","42.02556","-88.17833","249.6","STREAMWOOD, IL US","390.6","0","0.0","1,0","11",",0","5",",0","0",",0","0",",0","0",",0","0","1,0","16","1,0","0",",0","2",",0","0",",0","2","","","","-7.2","1,0,21,","0",",,0,30,+","0",",,0,30,+","16.3",",,0,25,","21.7",",0,08,","692.2","0","","","","","","","320.4",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","41.9",",,,0","0",",,,0","7.35","1,0","15.19",",,,0","-0.49","1,,,0","",""
"USC00118324","2001-12","42.02556","-88.17833","249.6","STREAMWOOD, IL US","390.6","0","0.0","1,0","12",",0","4",",0","0",",0","7",",0","0",",0","2","1,0","27","1,0","8",",0","0",",0","0",",0","3","","","","-17.8","1,0,31,+","25",",,0,29,+","20",",,0,24,","15.5",",,0,13,","20.6",",0,06,","1268.1","0","","","","","","","575.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.6",",,,0","52",",,,0","-0.89","1,0","5.34",",,,0","-7.12","1,,,0","",""
"USC00118324","2002-01","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","5",",0","2",",0","0",",0","6","4,0","2",",0","0",",0","31",",0","7",",0","0",",0","0",",0","2","","","","-17.2",",0,01,","76","4,,0,22,+","249",",,0,31,","19.3",",,0,31,","16.1",",0,28,","1907.1","0","","","","","","","639.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","27.0",",,,0","341",",,,0","-2.28",",0","3.89",",,,0","-8.45",",,,0","",""
"USC00118324","2002-02","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0","2,0","8",",0","4",",0","0",",0","14",",0","1",",0","0","2,0","25","2,0","4",",0","0",",0","0",",0","4","","","","-16.1","2,0,05,","178",",,0,01,","28",",,0,26,","14.2",",,0,20,","17.8",",0,25,+","2431.1","0","","","","","","","524.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","32.1",",,,0","52",",,,0","-1.60","2,0","5.45",",,,0","-8.66","2,,,0","",""
"USC00118324","2002-03","42.02556","-88.17833","249.6","STREAMWOOD, IL US","0.0","0","0.0",",0","10",",0","6",",0","0",",0","9",",0","2",",0","2",",0","26",",0","5",",0","0",",0","0",",0","3","","","","-22.8",",0,04,","203",",,0,03,","119",",,0,02,","15.2",",,0,30,","17.8",",0,15,+","2981.0","0","","","","","","","549.9",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","54.3",",,,0","262",",,,0","0.59",",0","6.92",",,,0","-5.74",",,,0","",""
"USC00118324","2002-04","42.02556","-88.17833","249.6","STREAMWOOD, IL US","21.4","0","21.4",",0","15",",0","8",",0","0",",0","0",",0","0",",0","0",",0","12",",0","0",",0","8",",0","2",",0","5","","","","-8.3",",0,05,","0",",T,0,05,+","5",",,0,05,","22.6",",,0,09,","32.2",",0,19,+","3283.0","0","","","","","","","302.0",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","77.6",",,,0","8",",,,0","8.98",",0","15.53",",,,0","2.43",",,,0","",""
"USC00118324","2002-05","42.02556","-88.17833","249.6","STREAMWOOD, IL US","37.0","0","15.6",",0","11",",0","6",",0","2",",0","0",",0","0",",0","0",",0","8",",0","0",",0","11",",0","1",",0","5","","3","","-3.9",",0,21,","0",",T,0,02,","0",",T,0,02,","60.2",",,0,12,","32.2",",0,31,","3496.6","0","","","","","","","213.6",",0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","127.5",",,,0","0",",T,,0","11.95",",0","18.99",",,,0","4.90",",,,0","",""
