"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USC00040176","2015-09","34.5591","-115.7441","197.5","AMBOY, CA US","2177.1","7","325.7","3,7","1","2,7","1","2,7","0","2,7","0","3,7","0","3,7","0","2,7","28","2,7","28","2,7","10.0","3,7,20,","2.5","2,,7,14,","42.8","2,7,11,+","0.0","7","0.0","2,7","2.5","2,,,7","30.37","3,7","40.06","2,,,7","20.69","3,,,7","",""
"USC00040176","2015-10","34.5591","-115.7441","197.5","AMBOY, CA US","","","","","6",",7","3",",7","0",",7","0","4,7","0","4,7","0","2,7","29","2,7","13","2,7","8.9","4,7,27,","8.9",",,7,16,","40.6","2,7,02,","","","","","21.2",",,,7","23.80","6,7","32.98","2,,,7","14.63","4,,,7","",""
"USC00040176","2015-11","34.5591","-115.7441","197.5","AMBOY, CA US","","","6.2","4,7","1",",7","0",",7","0",",7","0","2,7","1","2,7","0","4,7","19","4,7","2","4,7","-0.6","2,7,30,","0.8",",,7,16,","32.8","4,7,03,","","","100.7","4,7","0.8",",,,7","14.57","4,7","23.28","4,,,7","5.85","2,,,7","",""
"USC00040176","2015-12","34.5591","-115.7441","197.5","AMBOY, CA US","","","0.0","2,7","0",",7","0",",7","0",",7","0","1,7","10","1,7","0","2,7","8","2,7","0","2,7","-3.9","1,7,28,","0.0",",T,7,29,","25.0","2,7,09,","","","242.2","2,7","0.0",",T,,7","10.00","2,7","18.01","2,,,7","2.00","1,,,7","",""
"USC00040176","2016-01","34.5591","-115.7441","197.5","AMBOY, CA US","0.3","7","0.3",",7","2",",7","1",",7","0",",7","0",",7","4",",7","0",",7","8",",7","0",",7","-2.2",",7,02,","8.9",",,7,06,","29.4",",7,31,","","","225.1",",7","10.9",",,,7","11.08",",7","18.59",",,,7","3.57",",,,7","",""
"USC00040176","2016-02","34.5591","-115.7441","197.5","AMBOY, CA US","22.9","7","22.6",",7","0",",7","0",",7","0",",7","0",",7","3",",7","0",",7","25",",7","1",",7","-1.1",",7,04,+","0.0",",,7,29,+","33.3",",7,18,","","","65.5",",7","0.0",",,,7","16.85",",7","26.38",",,,7","7.33",",,,7","",""
"USC00040176","2016-03","34.5591","-115.7441","197.5","AMBOY, CA US","","","","","1",",7","0",",7","0",",7","","","","","","","","","","","","","1.8",",,7,12,","","","","","","","1.8",",,,7","","","","","","","",""
"USC00040176","2016-04","34.5591","-115.7441","197.5","AMBOY, CA US","","","137.9","1,7","4",",7","1",",7","0",",7","0",",7","0",",7","0","1,7","29","1,7","12","1,7","7.2",",7,02,","4.3",",,7,09,","37.2","1,7,23,+","","","0.3","1,7","7.4",",,,7","23.08","1,7","31.06","1,,,7","15.09",",,,7","",""
"USC00040176","2016-05","34.5591","-115.7441","197.5","AMBOY, CA US","","","230.5","1,7","1",",7","1",",7","0",",7","0",",7","0",",7","0","1,7","30","1,7","20","1,7","13.9",",7,02,+","3.0",",,7,26,","40.6","1,7,14,","","","0.0","1,7","3.0",",,,7","25.98","1,7","33.96","1,,,7","17.99",",,,7","",""
"USC00040176","2016-06","34.5591","-115.7441","197.5","AMBOY, CA US","","","516.8",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","30",",7","21.1",",7,18,","0.0",",,7,30,+","49.4",",7,21,","","","0.0",",7","0.0",",,,7","35.56",",7","43.35",",,,7","27.77",",,,7","",""
"USC00040176","2016-07","34.5591","-115.7441","197.5","AMBOY, CA US","","","545.0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","31",",7","21.7",",7,09,","0.0",",,7,31,+","47.2",",7,29,+","0.0","7","0.0",",7","0.0",",,,7","35.91",",7","44.25",",,,7","27.58",",,,7","",""
"USC00040176","2016-08","34.5591","-115.7441","197.5","AMBOY, CA US","","","496.1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","31",",7","21.1",",7,09,","2.0",",,7,23,","46.1",",7,16,+","0.0","7","0.0",",7","2.0",",,,7","34.34",",7","41.92",",,,7","26.75",",,,7","",""
"USC00040176","2016-09","34.5591","-115.7441","197.5","AMBOY, CA US","","","290.0",",7","2",",7","1",",7","0",",7","0",",7","0",",7","0",",7","30",",7","28",",7","14.4",",7,17,+","12.7",",,7,21,","42.8",",7,03,+","0.0","7","0.0",",7","13.5",",,,7","28.00",",7","36.99",",,,7","19.01",",,,7","",""
"USC00040176","2016-10","34.5591","-115.7441","197.5","AMBOY, CA US","","","189.7",",7","1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","31",",7","22",",7","11.7",",7,22,+","4.6",",,7,25,","36.7",",7,01,","0.0","7","0.0",",7","4.6",",,,7","24.45",",7","32.83",",,,7","16.07",",,,7","",""
"USC00040176","2016-11","34.5591","-115.7441","197.5","AMBOY, CA US","","","50.6",",7","1",",7","0",",7","0",",7","0",",7","1",",7","0",",7","23",",7","2",",7","0.0",",7,30,","0.5",",,7,21,","32.8",",7,09,+","59.6","7","59.6",",7","0.5",",,,7","18.04",",7","26.08",",,,7","9.99",",,,7","",""
"USC00040176","2016-12","34.5591","-115.7441","197.5","AMBOY, CA US","","","0.0",",7","4",",7","2",",7","0",",7","0",",7","4",",7","0",",7","10",",7","0",",7","-2.8",",7,18,","17.8",",,7,22,","27.2",",7,17,","271.8","7","212.2",",7","33.1",",,,7","11.49",",7","18.95",",,,7","4.02",",,,7","",""
"USC00040176","2017-01","34.5591","-115.7441","197.5","AMBOY, CA US","0.0","7","0.0","2,7","7","2,7","4","2,7","0","2,7","0","2,7","2","2,7","0","2,7","2","2,7","0","2,7","-0.6","2,7,07,","22.1","2,,7,01,","23.9","2,7,31,","494.9","7","223.1","2,7","46.2","2,,,7","10.64","2,7","16.67","2,,,7","4.61","2,,,7","",""
"USC00040176","2017-02","34.5591","-115.7441","197.5","AMBOY, CA US","5.8","7","5.8",",7","3",",7","2",",7","0",",7","0",",7","0",",7","0",",7","21",",7","0",",7","3.3",",7,25,","7.9",",,7,19,","27.8",",7,11,","570.8","7","75.9",",7","14.3",",,,7","15.83",",7","22.40",",,,7","9.26",",,,7","",""
"USC00040176","2017-03","34.5591","-115.7441","197.5","AMBOY, CA US","97.0","7","91.2","1,7","0",",7","0",",7","0",",7","0","1,7","0","1,7","0",",7","29",",7","11",",7","5.6","1,7,04,+","0.0",",,7,31,+","35.6",",7,20,+","598.3","7","27.5",",7","0.0",",,,7","20.52","1,7","29.27",",,,7","11.77","1,,,7","",""
"USC00040176","2017-04","34.5591","-115.7441","197.5","AMBOY, CA US","250.0","7","153.0","1,7","0",",7","0",",7","0",",7","0",",7","0",",7","0","1,7","29","1,7","18","1,7","8.9",",7,10,","0.0",",,7,30,+","37.8","1,7,24,","599.4","7","1.1","1,7","0.0",",,,7","23.50","1,7","32.18","1,,,7","14.82",",,,7","",""
"USC00040176","2017-05","34.5591","-115.7441","197.5","AMBOY, CA US","513.1","7","263.1","1,7","0",",7","0",",7","0",",7","0",",7","0",",7","0","1,7","30","1,7","21","1,7","10.6",",7,08,","0.0",",,7,31,+","43.9","1,7,25,","600.5","7","1.1","1,7","0.0",",,,7","27.09","1,7","35.43","1,,,7","18.75",",,,7","",""
"USC00040176","2017-06","34.5591","-115.7441","197.5","AMBOY, CA US","996.1","7","483.0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","30",",7","16.7",",7,12,","0.0",",,7,30,+","49.4",",7,25,+","600.5","7","0.0",",7","0.0",",,,7","34.43",",7","43.11",",,,7","25.76",",,,7","",""
"USC00040176","2017-07","34.5591","-115.7441","197.5","AMBOY, CA US","1578.6","7","582.5",",7","1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","31",",7","31",",7","25.0",",7,01,","6.4",",,7,25,","48.3",",7,09,+","0.0","7","0.0",",7","6.4",",,,7","37.12",",7","44.00",",,,7","30.24",",,,7","",""
"USC00040176","2017-08","34.5591","-115.7441","197.5","AMBOY, CA US","2096.5","7","517.9",",7","2",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","31",",7","21.1",",7,20,","1.3",",,7,02,","48.3",",7,27,","0.0","7","0.0",",7","2.3",",,,7","35.04",",7","42.72",",,,7","27.36",",,,7","",""
"USC00040176","2017-09","34.5591","-115.7441","197.5","AMBOY, CA US","2441.6","7","345.1",",7","2",",7","1",",7","0",",7","0",",7","0",",7","0",",7","30",",7","25",",7","12.8",",7,25,","7.6",",,7,09,","45.0",",7,02,","0.0","7","0.0",",7","8.6",",,,7","29.84",",7","37.48",",,,7","22.19",",,,7","",""
"USC00040176","2017-10","34.5591","-115.7441","197.5","AMBOY, CA US","2620.1","7","178.5",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","31",",7","23",",7","7.8",",7,14,","0.0",",,7,31,+","37.8",",7,24,","0.0","7","0.0",",7","0.0",",,,7","24.09",",7","33.75",",,,7","14.44",",,,7","",""
"USC00040176","2017-11","34.5591","-115.7441","197.5","AMBOY, CA US","2640.3","7","20.2",",7","0",",7","0",",7","0",",7","0",",7","1",",7","0",",7","30",",7","0",",7","0.0",",7,12,","0.0",",,7,30,+","31.7",",7,24,","31.8","7","31.8",",7","0.0",",,,7","17.95",",7","26.57",",,,7","9.32",",,,7","",""
"USC00040176","2017-12","34.5591","-115.7441","197.5","AMBOY, CA US","2640.3","7","0.0",",7","0",",7","0",",7","0",",7","0",",7","1",",7","0",",7","19",",7","0",",7","0.0",",7,22,","0.0",",T,7,17,","27.2",",7,04,","201.1","7","169.3",",7","0.0",",T,,7","12.87",",7","21.66",",,,7","4.08",",,,7","",""
"USC00040176","2018-01","34.5591","-115.7441","197.5","AMBOY, CA US","0.0","7","0.0",",7","2",",7","2",",7","0",",7","0",",7","0",",7","0",",7","20",",7","0",",7","2.8",",7,22,+","20.8",",,7,09,","27.2",",7,30,+","320.2","7","119.1",",7","24.6",",,,7","14.49",",7","21.85",",,,7","7.13",",,,7","",""
"USC00040176","2018-02","34.5591","-115.7441","197.5","AMBOY, CA US","3.9","7","3.9","1,7","0",",7","0",",7","0",",7","0","1,7","1","1,7","0",",7","17",",7","0",",7","0.0","1,7,22,","0.0",",T,7,27,","30.6",",7,10,","428.7","7","108.5",",7","0.0",",T,,7","14.57","1,7","22.48",",,,7","6.65","1,,,7","",""
"USC00040176","2018-03","34.5591","-115.7441","197.5","AMBOY, CA US","35.0","7","31.1","1,7","1",",7","1",",7","0",",7","0",",7","0",",7","0","1,7","27","1,7","2","1,7","3.9",",7,06,","3.8",",,7,11,","32.8","1,7,31,+","479.3","7","50.6","1,7","3.8",",,,7","17.63","1,7","25.06","1,,,7","10.19",",,,7","",""
"USC00040176","2018-04","34.5591","-115.7441","197.5","AMBOY, CA US","243.1","7","208.1",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","22",",7","8.9",",7,18,","0.0",",,7,30,+","39.4",",7,27,","481.5","7","2.2",",7","0.0",",,,7","25.20",",7","33.75",",,,7","16.64",",,,7","",""
"USC00040176","2018-05","34.5591","-115.7441","197.5","AMBOY, CA US","533.9","7","290.8",",7","1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","31",",7","24",",7","11.1",",7,01,","3.8",",,7,02,","42.8",",7,10,","482.3","7","0.8",",7","3.8",",,,7","27.69",",7","35.39",",,,7","19.98",",,,7","",""
"USC00040176","2018-06","34.5591","-115.7441","197.5","AMBOY, CA US","980.5","7","446.6",",7","0",",7","0",",7","0",",7","0",",7","0",",7","0",",7","30",",7","30",",7","19.4",",7,02,","0.0",",,7,30,+","47.2",",7,23,","482.3","7","0.0",",7","0.0",",,,7","33.22",",7","42.29",",,,7","24.15",",,,7","",""
"USC00040176","2018-07","34.5591","-115.7441","197.5","AMBOY, CA US","","","","","0",",7","0",",7","0",",7","","","","","0",",7","31",",7","31",",7","","","0.0",",T,7,31,+","48.9",",7,27,+","","","","","0.0",",T,,7","","","44.22",",,,7","","","",""
"USC00040176","2018-08","34.5591","-115.7441","197.5","AMBOY, CA US","","","537.0",",7","1",",7","1",",7","0",",7","0",",7","0",",7","0",",7","31",",7","31",",7","21.7",",7,10,+","3.8",",,7,10,","46.7",",7,20,+","","","0.0",",7","3.8",",,,7","35.65",",7","43.94",",,,7","27.37",",,,7","",""
"USC00040176","2018-09","34.5591","-115.7441","197.5","AMBOY, CA US","","","392.0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","28","2,7","28","2,7","20.6","2,7,28,+","0.0","2,,7,30,+","45.6","2,7,09,","","","0.0","2,7","0.0","2,,,7","32.33","2,7","41.29","2,,,7","23.38","2,,,7","",""
"USC00040176","2018-10","34.5591","-115.7441","197.5","AMBOY, CA US","","","159.1","1,7","2","1,7","1","1,7","0","1,7","0","1,7","0","1,7","0","1,7","30","1,7","10","1,7","11.1","1,7,17,+","21.6","1,,7,13,","37.2","1,7,01,","","","0.3","1,7","22.1","1,,,7","23.63","1,7","30.78","1,,,7","16.47","1,,,7","",""
"USC00040176","2018-11","34.5591","-115.7441","197.5","AMBOY, CA US","","","17.0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","0","2,7","28","2,7","0","2,7","3.3","2,7,12,","0.0","2,,7,30,+","31.7","2,7,05,+","","","73.2","2,7","0.0","2,,,7","16.33","2,7","24.85","2,,,7","7.81","2,,,7","",""
"USC00040176","2018-12","34.5591","-115.7441","197.5","AMBOY, CA US","","","0.0","1,7","2","1,7","1","1,7","0","1,7","0","1,7","0","1,7","0","1,7","9","1,7","0","1,7","1.1","1,7,31,+","7.6","1,,7,07,","23.9","1,7,20,","","","187.4","1,7","9.6","1,,,7","12.09","1,7","18.93","1,,,7","5.24","1,,,7","",""
"USC00040176","2019-01","34.5591","-115.7441","197.5","AMBOY, CA US","0.0","7","0.0","2,7","3","3,7","2","3,7","0","3,7","0","2,7","3","2,7","0","2,7","10","2,7","0","2,7","-2.8","2,7,02,","4.6","3,,7,16,","25.0","2,7,29,+","","","190.5","2,7","8.4","3,,,7","11.77","2,7","18.58","2,,,7","4.95","2,,,7","",""
"USC00040176","2019-02","34.5591","-115.7441","197.5","AMBOY, CA US","0.0","7","0.0",",7","5",",7","3",",7","1",",7","0",",7","4",",7","0",",7","4",",7","0",",7","-1.7",",7,12,","25.4",",,7,15,","24.4",",7,28,","","","210.2",",7","36.3",",,,7","10.83",",7","17.02",",,,7","4.63",",,,7","",""
"USC00040176","2019-04","34.5591","-115.7441","197.5","AMBOY, CA US","","","136.9","4,7","1","3,7","0","3,7","0","3,7","0","4,7","0","4,7","0","3,7","27","3,7","12","3,7","6.7","4,7,18,","0.3","3,,7,16,","39.4","3,7,27,+","","","0.3","3,7","0.3","3,,,7","23.66","4,7","32.12","3,,,7","15.19","4,,,7","",""
"USC00040176","2019-05","34.5591","-115.7441","197.5","AMBOY, CA US","","","144.4","5,7","0","3,7","0","3,7","0","3,7","0","5,7","0","5,7","0","3,7","28","3,7","13","3,7","7.8","5,7,28,","0.0","3,,7,31,+","38.3","3,7,15,","","","0.5","3,7","0.0","3,,,7","23.91","5,7","31.53","3,,,7","16.30","5,,,7","",""
"USC00040176","2019-11","34.5591","-115.7441","197.5","AMBOY, CA US","","","","","3","5,7","2","5,7","0","5,7","","","","","","","","","","","","","11.2","5,,7,29,","","","","","","","14.0","5,,,7","","","","","","","",""
"USC00040176","2019-12","34.5591","-115.7441","197.5","AMBOY, CA US","","","","","5","4,7","3","4,7","0","4,7","0","5,7","6","5,7","","","","","","","0.0","5,7,22,+","7.6","4,,7,26,","","","","","","","14.9","4,,,7","","","","","4.77","5,,,7","",""
