"STATION","DATE","LATITUDE","LONGITUDE","ELEVATION","NAME","AWND","AWND_ATTRIBUTES","CDSD","CDSD_ATTRIBUTES","CLDD","CLDD_ATTRIBUTES","DP01","DP01_ATTRIBUTES","DP10","DP10_ATTRIBUTES","DP1X","DP1X_ATTRIBUTES","DSND","DSND_ATTRIBUTES","DSNW","DSNW_ATTRIBUTES","DT00","DT00_ATTRIBUTES","DT32","DT32_ATTRIBUTES","DX32","DX32_ATTRIBUTES","DX70","DX70_ATTRIBUTES","DX90","DX90_ATTRIBUTES","DYFG","DYFG_ATTRIBUTES","DYHF","DYHF_ATTRIBUTES","DYTS","DYTS_ATTRIBUTES","EMNT","EMNT_ATTRIBUTES","EMSD","EMSD_ATTRIBUTES","EMSN","EMSN_ATTRIBUTES","EMXP","EMXP_ATTRIBUTES","EMXT","EMXT_ATTRIBUTES","EVAP","EVAP_ATTRIBUTES","HDSD","HDSD_ATTRIBUTES","HTDD","HTDD_ATTRIBUTES","MNPN","MNPN_ATTRIBUTES","MXPN","MXPN_ATTRIBUTES","PRCP","PRCP_ATTRIBUTES","PSUN","PSUN_ATTRIBUTES","SNOW","SNOW_ATTRIBUTES","TAVG","TAVG_ATTRIBUTES","TMAX","TMAX_ATTRIBUTES","TMIN","TMIN_ATTRIBUTES","TSUN","TSUN_ATTRIBUTES","WDF1","WDF1_ATTRIBUTES","WDF2","WDF2_ATTRIBUTES","WDF5","WDF5_ATTRIBUTES","WDFG","WDFG_ATTRIBUTES","WDMV","WDMV_ATTRIBUTES","WSF1","WSF1_ATTRIBUTES","WSF2","WSF2_ATTRIBUTES","WSF5","WSF5_ATTRIBUTES","WSFG","WSFG_ATTRIBUTES"
"USW00014944","1954-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","31",",0","0",",0","16",",0","31",",0","23",",0","0",",0","0",",0","3","","","","","","-32.2",",0,21,","76",",,0,31,+","23",",,0,20,","2.0",",,0,20,","6.7",",0,01,","","","2433.6","0","945.1",",0","","","","","4.1",",,,0","","","49",",,,0","-12.15",",0","-5.91",",,,0","-18.40",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","4",",0","4",",0","0",",0","13",",0","3",",0","0",",0","27",",0","2",",0","0",",0","0",",0","3","","","","1","","-13.9",",0,12,+","127",",,0,25,+","94",",,0,20,","23.9",",,0,19,","18.9",",0,14,","","","2925.2","0","491.6",",0","","","","","47.8",",,,0","","","234",",,,0","0.78",",0","5.98",",,,0","-4.43",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","10",",0","6",",0","1",",0","14",",0","2",",0","1",",0","28",",0","9",",0","0",",0","0",",0","7","","","","1","","-17.8",",0,04,","203",",,0,13,","196",",,0,12,","26.7",",,0,12,","12.8",",0,17,","","","3569.0","0","643.8",",0","","","","","68.1",",,,0","","","298",",,,0","-2.44",",0","2.15",",,,0","-7.02",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","2.2","0","2.2",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","9",",0","2",",0","10",",0","1",",0","6","","","","3","","-11.7",",0,03,","0",",T,0,02,","0",",T,0,02,","12.7",",,0,29,","32.8",",0,14,","","","3849.8","0","280.8",",0","","","","","33.6",",,,0","","","0",",T,,0","9.05",",0","16.43",",,,0","1.66",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","8.7","0","6.5",",0","9",",0","3",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","12",",0","0",",0","1","","","","5","","-5.0",",0,05,","0",",T,0,03,+","5",",,0,02,","20.8",",,0,26,","31.7",",0,22,","","","4067.3","0","217.5",",0","","","","","46.8",",,,0","","","5",",,,0","11.52",",0","18.70",",,,0","4.35",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","110.1","0","101.4",",0","11",",0","7",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","26",",0","4",",0","1","","","","12","","3.3",",0,04,","0",",,0,30,+","0",",T,0,18,+","23.4",",,0,02,","37.2",",0,24,","","","4096.8","0","29.5",",0","","","","","104.6",",,,0","","","0",",T,,0","20.73",",0","26.87",",,,0","14.60",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","306.1","0","196.0",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","17",",0","7","","","","13","","12.2",",0,24,+","0",",,0,31,+","0",",,0,31,+","43.2",",,0,29,","38.9",",0,13,","","","0.0","0","0.0",",0","","","","","95.1",",,,0","","","0",",,,0","24.66",",0","31.75",",,,0","17.56",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","418.0","0","111.9",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","2",",0","8","","","","9","","11.1",",0,31,+","0",",,0,31,+","0",",,0,31,+","23.9",",,0,22,","35.0",",0,15,","","","0.6","0","0.6",",0","","","","","57.7",",,,0","","","0",",,,0","21.92",",0","27.98",",,,0","15.87",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","442.7","0","24.7",",0","13",",0","7",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","23",",0","0",",0","10","","","","10","","-0.6",",0,22,","0",",,0,30,+","0",",,0,30,+","54.9",",,0,08,","31.1",",0,01,","","","68.0","0","67.4",",0","","","","","110.1",",,,0","","","0",",,,0","16.91",",0","23.31",",,,0","10.51",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","442.7","0","0.0",",0","12",",0","4",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","3",",0","0",",0","14","","","","3","","-7.2",",0,31,+","0",",T,0,29,","0",",T,0,30,+","11.4",",,0,26,","23.3",",0,08,","","","376.9","0","308.9",",0","","","","","39.1",",,,0","","","0",",T,,0","8.37",",0","13.49",",,,0","3.25",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","442.7","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","1",",0","0",",0","25",",0","2",",0","2",",0","0",",0","1","","","","","","-12.2",",0,02,","0",",T,0,30,+","193",",,0,30,","17.3",",,0,30,","21.7",",0,07,","","","795.3","0","418.4",",0","","","","","18.4",",,,0","","","201",",,,0","4.39",",0","11.10",",,,0","-2.33",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1954-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","442.7","0","0.0",",0","2",",0","0",",0","0",",0","31",",0","0",",0","0",",0","31",",0","18",",0","0",",0","0",",0","12","","","","","","-17.2",",0,03,","203",",,0,01,","20",",,0,06,","1.3",",,0,06,","4.4",",0,24,+","","","1520.7","0","725.4",",0","","","","","2.3",",,,0","","","25",",,,0","-5.07",",0","-0.40",",,,0","-9.73",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","5",",0","0",",0","0",",0","9",",0","2",",0","4",",0","31",",0","21",",0","0",",0","0",",0","4","","","","","","-26.7",",0,27,","76",",,0,31,+","43",",,0,24,","2.3",",,0,27,+","8.9",",0,02,","","","2312.3","0","791.6",",0","","","","","8.1",",,,0","","","119",",,,0","-7.20",",0","-1.74",",,,0","-12.67",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","6",",0","3",",0","0",",0","27",",0","4",",0","12",",0","28",",0","20",",0","0",",0","0",",0","12","","","","","","-28.9",",0,12,+","178",",,0,08,+","152",",,0,04,","11.9",",,0,04,","5.6",",0,15,","","","3122.2","0","809.9",",0","","","","","23.3",",,,0","","","319",",,,0","-10.59",",0","-4.96",",,,0","-16.23",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","9",",0","1",",0","0",",0","11",",0","2",",0","2",",0","27",",0","10",",0","0",",0","0",",0","3","","","","","","-18.3",",0,25,","76",",,0,01,","51",",,0,20,","3.6",",,0,20,","19.4",",0,30,","","","3735.5","0","613.3",",0","","","","","8.8",",,,0","","","136",",,,0","-1.45",",0","4.84",",,,0","-7.74",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","1.7","0","1.7",",0","6",",0","4",",0","0",",0","0",",0","0",",0","0",",0","4",",0","0",",0","15",",0","0",",0","2","","","","6","","-4.4",",0,07,","0",",,0,30,+","0",",T,0,18,+","16.5",",,0,03,","27.8",",0,19,","","","3910.5","0","175.0",",0","","","","","54.0",",,,0","","","0",",T,,0","12.56",",0","20.57",",,,0","4.54",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","38.8","0","37.1",",0","4",",0","2",",0","1",",0","0",",0","0",",0","0",",0","1",",0","0",",0","26",",0","1",",0","3","","","","2","","-1.1",",0,08,","0",",,0,31,+","0",",,0,31,+","49.0",",,0,26,","32.2",",0,20,","","","3975.2","0","64.7",",0","","","","","54.9",",,,0","","","0",",,,0","17.44",",0","25.49",",,,0","9.39",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","99.6","0","60.8",",0","12",",0","9",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","23",",0","1",",0","5","","","","7","","6.1",",0,13,","0",",,0,30,+","0",",T,0,09,","49.3",",,0,18,","33.3",",0,30,","","","4018.2","0","43.0",",0","","","","","107.7",",,,0","","","0",",T,,0","18.92",",0","25.09",",,,0","12.76",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","348.5","0","248.9",",0","8",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","20",",0","1","","","","12","","12.8",",0,24,","0",",,0,31,+","0",",T,0,04,+","37.3",",,0,28,","38.9",",0,26,","","","0.0","0","0.0",",0","","","","","82.4",",,,0","","","0",",T,,0","26.36",",0","33.19",",,,0","19.53",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","572.6","0","224.1",",0","5",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","19",",0","","","","","8","","7.8",",0,31,","0",",,0,31,+","0",",,0,31,+","16.5",",,0,05,","39.4",",0,25,","","","1.9","0","1.9",",0","","","","","31.0",",,,0","","","0",",,,0","25.50",",0","33.02",",,,0","17.98",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","639.0","0","66.4",",0","4",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","21",",0","5",",0","2","","","","5","","1.1",",0,11,","0",",,0,30,+","0",",,0,30,+","8.1",",,0,20,","37.2",",0,15,","","","95.2","0","93.3",",0","","","","","18.3",",,,0","","","0",",,,0","17.43",",0","25.00",",,,0","9.86",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","642.6","0","3.6",",0","6",",0","1",",0","0",",0","0",",0","0",",0","0",",0","10",",0","0",",0","12",",0","0",",0","4","","","","1","","-8.3",",0,24,","0",",,0,31,+","3",",,0,23,","17.3",",,0,03,","29.4",",0,10,","","","331.3","0","236.1",",0","","","","","20.9",",,,0","","","3",",,,0","10.83",",0","18.60",",,,0","3.07",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","642.6","0","0.0",",0","5",",0","0",",0","0",",0","6",",0","2",",0","5",",0","30",",0","11",",0","0",",0","0",",0","5","","","","","","-23.3",",0,30,","76",",,0,30,+","41",",,0,27,","2.0",",,0,27,+","20.0",",0,05,","","","1009.4","0","678.1",",0","","","","","7.5",",,,0","","","96",",,,0","-4.27",",0","2.23",",,,0","-10.77",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1955-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","642.6","0","0.0",",0","8",",0","1",",0","1",",0","31",",0","4",",0","15",",0","31",",0","24",",0","0",",0","0",",0","13","","","","","","-29.4",",0,19,+","356",",,0,05,+","277",",,0,03,","35.8",",,0,03,","7.2",",0,23,","","","1921.9","0","912.5",",0","","","","","44.4",",,,0","","","437",",,,0","-11.10",",0","-5.57",",,,0","-16.64",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","9",",0","2",",0","0",",0","31",",0","3",",0","15",",0","31",",0","22",",0","0",",0","0",",0","9","","","","","","-28.9",",0,22,+","203",",,0,27,","84",",,0,26,","5.6",",,0,24,","7.8",",0,05,","","","2848.3","0","926.4",",0","","","","","14.8",",,,0","","","233",",,,0","-11.55",",0","-5.70",",,,0","-17.40",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","8",",0","2",",0","0",",0","29",",0","1",",0","14",",0","29",",0","23",",0","0",",0","0",",0","12","","","","","","-29.4",",0,02,","203",",,0,05,+","36",",,0,01,","3.3",",,0,01,","6.7",",0,29,","","","3677.4","0","829.1",",0","","","","","9.7",",,,0","","","101",",,,0","-10.26",",0","-3.71",",,,0","-16.80",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","6",",0","2",",0","1",",0","20",",0","2",",0","4",",0","30",",0","8",",0","0",",0","0",",0","7","","","","1","","-28.9",",0,12,","483",",,0,11,","460",",,0,10,","49.0",",,0,10,","16.7",",0,31,+","","","4322.2","0","644.8",",0","","","","","55.6",",,,0","","","549",",,,0","-2.47",",0","3.37",",,,0","-8.30",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","9",",0","4",",0","0",",0","1",",0","2",",0","0",",0","23",",0","0",",0","3",",0","0",",0","6","","","","4","","-6.1",",0,23,+","76",",,0,29,","51",",,0,29,+","12.2",",,0,03,","24.4",",0,13,","","","4724.7","0","402.5",",0","","","","","32.9",",,,0","","","120",",,,0","4.92",",0","11.99",",,,0","-2.16",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","40.7","0","40.7",",0","6",",0","3",",0","0",",0","0",",0","0",",0","0",",0","1",",0","0",",0","19",",0","2",",0","9","","","","3","","-2.2",",0,04,","0",",T,0,01,","0",",,0,31,+","17.5",",,0,13,","32.2",",0,28,+","","","4850.8","0","126.1",",0","","","","","33.2",",,,0","","","0",",,,0","15.58",",0","22.45",",,,0","8.70",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","215.1","0","174.4",",0","10",",0","7",",0","3",",0","0",",0","0",",0","0",",0","0",",0","0",",0","30",",0","14",",0","1","","","","13","","0.6",",0,01,","0",",,0,30,+","0",",,0,30,+","58.7",",,0,17,","38.3",",0,13,","","","4857.5","0","6.7",",0","","","","","174.3",",,,0","","","0",",,,0","23.93",",0","31.42",",,,0","16.43",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","315.0","0","99.9",",0","13",",0","9",",0","2",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","4",",0","5","","","","13","","10.0",",0,29,","0",",,0,31,+","0",",,0,31,+","25.9",",,0,30,","34.4",",0,26,+","","","0.8","0","0.8",",0","","","","","102.0",",,,0","","","0",",,,0","21.53",",0","28.28",",,,0","14.78",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","432.8","0","117.8",",0","16",",0","10",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","7",",0","5","","","","13","","6.7",",0,20,","0",",,0,31,+","0",",,0,31,+","27.4",",,0,06,","35.6",",0,03,","","","16.3","0","15.5",",0","","","","","104.0",",,,0","","","0",",,,0","21.63",",0","28.39",",,,0","14.87",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","463.0","0","30.2",",0","3",",0","1",",0","0",",0","0",",0","0",",0","0",",0","2",",0","0",",0","23",",0","4",",0","","","","","1","","-1.7",",0,30,","0",",,0,30,+","0",",,0,30,+","6.6",",,0,29,","37.2",",0,02,","","","110.5","0","94.2",",0","","","","","7.4",",,,0","","","0",",,,0","16.20",",0","25.02",",,,0","7.38",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","471.3","0","8.3",",0","3",",0","3",",0","0",",0","0",",0","0",",0","0",",0","7",",0","0",",0","18",",0","0",",0","2","","","","5","","-3.9",",0,23,","0",",,0,31,+","0",",T,0,09,","9.7",",,0,29,","30.6",",0,12,+","","","272.2","0","161.7",",0","","","","","15.8",",,,0","","","0",",T,,0","13.39",",0","22.03",",,,0","4.74",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","471.3","0","0.0",",0","6",",0","2",",0","0",",0","6",",0","2",",0","0",",0","23",",0","8",",0","0",",0","0",",0","3","","","","","","-17.2",",0,16,","76",",,0,17,+","76",",,0,15,","12.7",",,0,04,","16.7",",0,13,","","","809.2","0","537.0",",0","","","","","22.2",",,,0","","","104",",,,0","0.43",",0","5.72",",,,0","-4.85",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1956-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","471.3","0","0.0",",0","3",",0","1",",0","0",",0","8",",0","1",",0","3",",0","31",",0","12",",0","0",",0","0",",0","11","","","","","","-24.4",",0,12,","102",",,0,16,+","97",",,0,12,","5.1",",,0,12,","11.1",",0,02,","","","1503.7","0","694.5",",0","","","","","6.2",",,,0","","","97",",,,0","-4.07",",0","1.73",",,,0","-9.86",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","4",",0","0",",0","0",",0","20",",0","1",",0","18",",0","31",",0","23",",0","0",",0","0",",0","2","","","","","","-27.2",",0,26,+","25",",,0,31,+","25",",,0,09,","1.3",",,0,09,","3.9",",0,07,","","","2465.3","0","961.6",",0","","","","","3.1",",,,0","","","55",",,,0","-12.69",",0","-6.55",",,,0","-18.83",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","4",",0","1",",0","0",",0","11",",0","2",",0","4",",0","28",",0","12",",0","0",",0","0",",0","7","","","","","","-22.8",",0,22,+","76",",,0,24,+","48",",,0,02,","2.5",",,0,21,","12.2",",0,25,","","","3112.6","0","647.3",",0","","","","","6.6",",,,0","","","115",",,,0","-4.79",",0","1.36",",,,0","-10.94",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-03","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","7",",0","3",",0","0",",0","10",",0","3",",0","0",",0","29",",0","5",",0","0",",0","0",",0","5","","","","1","","-13.9",",0,20,","381",",,0,18,","208",",,0,18,","23.4",",,0,18,","18.9",",0,10,","","","3692.6","0","580.0",",0","","","","","46.8",",,,0","","","482",",,,0","-0.38",",0","5.37",",,,0","-6.13",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-04","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.3","0","0.3",",0","7",",0","3",",0","2",",0","6",",0","2",",0","0",",0","14",",0","2",",0","11",",0","0",",0","7","","","","2","","-10.0",",0,12,","229",",,0,05,","213",",,0,04,","41.4",",,0,19,","26.1",",0,30,+","","","4024.2","0","331.6",",0","","","","","80.0",",,,0","","","272",",,,0","7.29",",0","14.00",",,,0","0.58",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-05","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","9.5","0","9.2",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","2",",0","0",",0","12",",0","0",",0","11","","","","5","","-0.6",",0,05,+","0",",,0,31,+","0",",,0,31,+","43.2",",,0,13,","30.0",",0,07,","","","4189.1","0","164.9",",0","","","","","124.3",",,,0","","","0",",,,0","13.31",",0","19.02",",,,0","7.60",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-06","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","59.8","0","50.3",",0","10",",0","4",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","28",",0","1",",0","4","","","","9","","6.7",",0,01,","0",",,0,30,+","0",",,0,30,+","108.2",",,0,16,","33.3",",0,30,","","","4211.1","0","22.0",",0","","","","","137.5",",,,0","","","0",",,,0","19.28",",0","25.69",",,,0","12.86",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-07","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","294.2","0","234.4",",0","8",",0","5",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","31",",0","16",",0","6","","","","8","","13.3",",0,05,","0",",,0,31,+","0",",,0,31,+","33.0",",,0,03,","37.8",",0,18,","","","0.0","0","0.0",",0","","","","","71.2",",,,0","","","0",",,,0","25.89",",0","32.11",",,,0","19.68",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-08","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","407.1","0","112.9",",0","12",",0","8",",0","1",",0","0",",0","0",",0","0",",0","0",",0","0",",0","29",",0","6",",0","9","","","","7","","8.9",",0,24,","0",",,0,31,+","0",",,0,31,+","35.1",",,0,22,","37.8",",0,01,","","","8.7","0","8.7",",0","","","","","95.7",",,,0","","","0",",,,0","21.70",",0","27.77",",,,0","15.62",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-09","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","418.5","0","11.4",",0","7",",0","5",",0","0",",0","0",",0","0",",0","0",",0","0",",0","0",",0","15",",0","0",",0","8","","","","4","","1.7",",0,16,","0",",,0,30,+","0",",,0,30,+","19.6",",,0,01,","28.9",",0,01,","","","117.8","0","109.1",",0","","","","","67.6",",,,0","","","0",",,,0","15.08",",0","21.35",",,,0","8.80",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-10","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","418.5","0","0.0",",0","10",",0","4",",0","0",",0","0",",0","0",",0","0",",0","8",",0","1",",0","5",",0","0",",0","10","","","","1","","-7.8",",0,25,","0",",,0,31,+","0",",T,0,26,+","11.2",",,0,06,","25.6",",0,01,","","","405.2","0","287.4",",0","","","","","31.6",",,,0","","","0",",T,,0","9.06",",0","14.06",",,,0","4.07",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-11","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","418.5","0","0.0",",0","5",",0","2",",0","0",",0","2",",0","1",",0","0",",0","23",",0","5",",0","0",",0","0",",0","8","","","","","","-14.4",",0,30,","25",",,0,19,+","25",",,0,18,","24.1",",,0,01,","12.2",",0,23,","","","934.3","0","529.1",",0","","","","","42.2",",,,0","","","40",",,,0","0.70",",0","5.06",",,,0","-3.67",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1957-12","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","418.5","0","0.0",",0","3",",0","1",",0","0",",0","0",",0","0",",0","1",",0","29",",0","8",",0","0",",0","0",",0","4","","","","","","-18.3",",0,11,","0",",T,0,31,+","3",",,0,07,","9.7",",,0,18,","16.1",",0,09,","","","1548.9","0","614.6",",0","","","","","10.3",",,,0","","","3",",,,0","-1.49",",0","4.15",",,,0","-7.13",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1958-01","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","1",",0","0",",0","0",",0","1",",0","0",",0","2",",0","31",",0","16",",0","0",",0","0",",0","11","","","","","","-18.9",",0,07,","25",",,0,15,","13",",,0,14,","1.3",",,0,14,","13.3",",0,09,+","","","2257.7","0","708.8",",0","","","","","1.3",",,,0","","","13",",,,0","-4.53",",0","1.20",",,,0","-10.26",",,,0","","","","","","","","","","","","","","","","","","","",""
"USW00014944","1958-02","43.5778","-96.7539","435.3","SIOUX FALLS FOSS FIELD, SD US","","","0.0","0","0.0",",0","6",",0","3",",0","1",",0","7",",0","2",",0","14",",0","26",",0","18",",0","1",",0","0",",0","5","","","","","","-32.2",",0,16,","51",",,0,18,+","30",",,0,14,","28.7",",,0,26,","21.1",",0,23,","","","3006.1","0","748.4",",0","","","","","44.9",",,,0","","","73",",,,0","-8.39",",0","-1.59",",,,0","-15.20",",,,0","","","","","","","","","","","","","","","","","","","",""
